CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCLASS,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
2404807,33,93,1-33-2024-093-03,3,3,2,1,1,300,10,0,0,260,10FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,LF bumper corner,999,999,999,999,999,999,999,999,999,999,999,999,,,33.6168445424995,12,9
2404445,24,124,1-24-2024-124-03,3,2,1,1,1,330,11,0,0,10,11LZEW01,L,Z,E,W,01,0,0,0,0,16,42,7,1,15,-13,7,16138,998,-108,13,0,1,"Begins 99cm rear of front axle, extending rearward","Begins 74cm rear of front axle, extending rearward",4 cm forward of center,242,-48,242,-63,222,11,1,2,7,7,11,4,,,96.1436478633412,1,9
2404924,12,94,1-12-2024-094-NM1,21,1,1,7,1,0,12,0,0,888,12FRHE06,F,R,H,E,06,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,1,"Begins 48cm right of center point, extending right",Unknown,80 cm right of center point,999,999,999,999,32,999,999,999,999,999,999,999,,,263.286057296844,9,9
2404507,69,102,1-69-2024-102-03,3,1,3,3,51,260,9,0,0,888,09LBAW03,L,B,A,W,03,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,7,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,59.7451014057249,8,9
2404929,30,168,1-30-2024-168-03,3,1,1,1,2,280,9,0,0,0,09LFEW02,L,F,E,W,02,8,8,8,8,888,888,888,3,9,-1,8,6859,998,130,8,0,1,"Begins 291cm forward of rear axle, extending forward","Begins 230cm forward of rear axle, extending forward",178 cm forward of center,102,146,102,176,41,31,0,0,0,0,3,31,,,278.361823254596,10,9
2404643,81,113,1-81-2024-113-09,9,1,2,3,54,340,11,0,0,888,11FLEE02,F,L,E,E,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,143CM left of Front Center Point,999,999,999,999,40,999,999,999,999,999,999,999,,,1410.98036839115,8,9
2404367,82,117,1-82-2024-117-04,4,1,4,3,58,20,1,0,0,888,01F99999,F,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,154.217770459003,1,9
2404906,77,155,1-77-2024-155-NM1,21,1,1,7,1,0,12,0,0,888,12FLHW06,F,L,H,W,06,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,113.21347390618,9,9
2404845,52,48,1-52-2024-048-03,3,1,1,1,2,10,12,0,0,125,12FRAE06,F,R,A,E,06,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,"Begins 54cm right of center point, extending right",Unknown,unknown,999,999,999,999,21,999,999,999,999,999,999,999,,,163.738317035802,12,9
2404367,82,117,1-82-2024-117-04,4,1,2,3,63,0,12,0,0,888,12FRWN04,F,R,W,N,04,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,154.217770459003,1,9
2404892,81,123,1-81-2024-123-05,5,2,1,1,1,300,10,0,0,225,10LYEW02,L,Y,E,W,02,1,1,0,0,999,999,999,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,233.039908985717,8,9
2404875,28,152,1-28-2024-152-10,10,1,1,3,54,350,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,59,20,2,1,"Begins 20cm left of center point, extending right","Begins 75cm right of center point, extending left",60 cm right of center,150,0,150,27,95,21,5,0,0,3,13,21,,,80.5683609045318,3,9
2404875,28,152,1-28-2024-152-10,10,1,2,3,42,350,12,0,0,888,12FCEN01,F,C,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 10cm left of center point, extending right",Unknown,Unknown Overlapping damage,999,999,999,999,19,999,999,999,999,999,999,999,,,80.5683609045318,3,9
2404875,28,152,1-28-2024-152-10,10,1,3,6,99,0,12,0,0,888,12RDMS01,R,D,M,S,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,"Begins 40cm forward of rear axle, extending forward",Unknown,Unknown Swipe type damage,999,999,999,999,321,999,999,999,999,999,999,999,,,80.5683609045318,3,9
2404911,10,93,1-10-2024-093-09,9,2,1,1,1,320,11,0,0,200,11LYEW02,L,Y,E,W,02,1,0,0,0,35,65,999,1,18,-14,11,6039,998,-11,9,0,1,"Begins 29cm forward of front axle, extending rearward","Begins 29cm forward of front axle, extending rearward",164 cm forward of center,132,104,132,104,132,19,0,0,0,0,3,19,,,2003.16128419088,4,9
2404891,81,122,1-81-2024-122-05,5,1,2,2,31,998,0,0,0,888,00TDDO03,T,D,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Not measured,Not Measured,Right Windshield Header,777,777,777,777,777,,,,,,,,10,16,233.039908985717,8,9
2404647,31,98,1-31-2024-098-07,7,1,1,3,64,0,12,0,0,888,12FREE06,F,R,E,E,06,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,230.868935151332,6,9
2404913,57,149,1-57-2024-149-08,8,1,2,3,42,0,12,0,0,888,12FLEE03,F,L,E,E,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,"Begins 46cm left of center point, extending left",Unknown,62cm left of center,999,999,999,999,16,999,999,999,999,999,999,999,,,57.9551716084719,1,9
2404950,25,131,1-25-2024-131-03,3,2,1,1,1,140,5,0,0,25,05RDEW01,R,D,E,W,01,0,0,0,0,46,59,3,3,8,6,-5,9075,998,-31,10,0,1,"Begins 43cm rear of front axle, extending rearward","Begins 43cm rear of front axle, extending rearward",50 cm forward of center,330,-38,330,-38,330,5,0,0,0,1,5,0,,,421.178032869349,2,9
2404932,33,95,1-33-2024-095-04,4,1,1,3,62,0,12,0,0,888,12FYEW03,F,Y,E,W,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,"Begins 30cm left of center point, extending left",Unknown,No residual crush from impact,999,999,999,999,42,999,999,999,999,999,999,999,,,365.73788033529,12,9
2404257,10,75,1-10-2024-075-07,7,1,2,3,56,0,12,0,0,888,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,2912.86139349855,4,9
2404904,57,147,1-57-2024-147-04,4,2,1,1,1,0,12,0,0,240,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,18,-18,0,16931,998,3,17,0,1,"Begins 48cm left of center point, extending right","Begins 61cm left of center point, extending right",45 cm right of center,123,0,146,3,103,9,9,6,2,1,3,5,,,466.023138963278,1,9
2404941,17,160,1-17-2024-160-03,3,1,1,1,2,40,1,0,0,310,01FREE03,F,R,E,E,03,8,8,8,8,888,888,888,3,22,-17,-14,66409,998,-147,21,0,1,"Begins 54cm right of center point, extending right",Unknown,Right front bumper corner,999,999,999,999,38,999,999,999,999,999,999,999,,,103.559829749358,4,9
2404964,28,155,1-28-2024-155-07,7,1,1,1,2,350,12,0,0,155,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,38,-38,7,145767,998,20,41,0,1,"Begins 56cm right of center point, extending left","Begins 84cm right of center point, extending left",11 cm left of center,168,0,168,-14,140,45,32,35,45,37,9,14,,,112.67681252621,3,9
2404893,81,124,1-81-2024-124-02,2,1,1,1,2,0,12,0,2,280,12FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,3,55,-55,0,270311,998,0,54,0,1,"Begins 88cm right of center point, extending left","Begins 88cm right of center point, extending left",27 cm right of center,176,0,176,0,176,54,42,40,48,54,46,44,,,39.0463602579067,8,9
2404893,81,124,1-81-2024-124-02,2,2,1,1,1,170,6,0,1,290,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,3,54,53,-9,307670,998,60,54,0,1,"Begins 90cm right of center point, extending left",Unknown,19 cm left of center,999,999,999,999,180,999,999,999,999,999,999,999,,,39.0463602579067,8,9
2404935,19,68,1-19-2024-068-03,3,2,1,1,1,170,6,0,0,185,06BREE02,B,R,E,E,02,8,8,8,8,888,888,888,1,33,32,-6,74967,998,-25,36,0,1,"Begins 47cm right of center point, extending right","Begins 51cm right of center point, extending left",36 cm right of center,103,0,170,66,38,30,13,11,12,21,29,30,,,122.471944732135,9,9
2404934,19,67,1-19-2024-067-03,3,2,1,1,1,280,9,0,0,135,09LPEW03,L,P,E,W,03,0,1,0,0,25,52,10,1,30,-5,30,26897,998,-87,17,0,1,"Begins 29cm forward of rear axle, extending forward","Begins 27cm rear of rear axle, extending forward",47 cm rearward of center,216,-55,216,-51,113,17,1,2,15,17,5,0,,,122.471944698346,9,9
2404550,73,121,1-73-2024-121-09,9,1,1,1,2,0,12,0,2,120,12FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,3,25,-25,0,41108,998,-18,28,0,1,"Begins 39cm right of center point, extending left","Begins 70cm right of center point, extending left",42 cm left of center,140,0,140,-18,115,43,18,22,20,19,12,16,,,71.1373514066558,3,9
2404416,73,118,1-73-2024-118-01,1,1,16,3,42,340,11,9,0,888,11LYAW09,L,Y,A,W,09,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,8,1,Unknown,Unknown,UNKNOWN - 29CM FORWARD OF REAR BENCH SEAT BACK,999,999,999,999,41,999,999,999,999,999,999,999,,,29.6045947385831,3,9
2404416,73,118,1-73-2024-118-01,1,1,9,3,42,350,12,9,0,888,12FZEW99,F,Z,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,2,"Begins 4cm right of center point, extending right","Begins 75cm right of center point, extending left",UNKOWN,150,0,150,30,53,999,999,999,999,999,999,999,,,29.6045947385831,3,9
2404416,73,118,1-73-2024-118-01,1,1,3,3,42,10,12,9,0,888,12RYAW02,R,Y,A,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,"Begins 57cm forward of front axle, extending rearward","Begins 57cm forward of front axle, extending rearward",UNKNOWN - FENDER MISSING,153,999,153,999,175,999,999,999,999,999,999,999,,,29.6045947385831,3,9
2404416,73,118,1-73-2024-118-01,1,1,4,3,42,10,12,9,0,888,12RY9901,R,Y,9,9,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,OVERLAPPING DAMAGE AND RF FENDER MISSING,999,999,999,999,999,999,999,999,999,999,999,999,,,29.6045947385831,3,9
2404441,54,104,1-54-2024-104-04,4,2,1,1,1,320,11,0,0,80,11FYEW02,F,Y,E,W,02,8,8,8,8,888,888,888,3,35,-27,22,93180,998,99,32,0,1,"Begins 4cm right of center point, extending left","Begins 75cm left of center point, extending right",18 cm left of center,150,0,150,-35,79,42,17,42,34,23,12,2,,,256.948260971925,9,9
2404920,48,159,1-48-2024-159-06,6,1,1,3,60,998,0,0,0,888,00LDAW02,L,D,A,W,02,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,1,"Begins 311cm forward of rear axle, extending forward",Unknown,215 cm forward of center,999,999,999,999,426,999,999,999,999,999,999,999,,,86.4307074675267,12,9
2404977,27,157,1-27-2024-157-02,2,1,2,3,42,20,1,0,0,888,01FZEN01,F,Z,E,N,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,-53,24,2,2,"Begins 7cm right of center point, extending right","Begins 56cm left of center point, extending right",33 cm right of center,112,0,160,18,22,24,0,3,11,24,13,4,,,16.0023432140122,3,9
2404977,27,157,1-27-2024-157-02,2,1,5,3,42,10,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,8,1,"Begins 65cm left of center point, extending left",Unknown,80 cm left of center,999,999,999,999,15,999,999,999,999,999,999,999,,,16.0023432140122,3,9
2404977,27,157,1-27-2024-157-02,2,1,3,3,41,10,12,0,0,888,12RZES01,R,Z,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,8,"Begins 87cm forward of rear axle, extending rearward",Unknown,65 cm forward right rear axle,999,999,999,999,128,999,999,999,999,999,999,999,,,16.0023432140122,3,9
2404946,60,72,1-60-2024-072-NM1,21,1,1,7,1,0,12,0,0,888,12FZHW06,F,Z,H,W,06,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,8,1,"Begins 7cm left of center point, extending right",Unknown,16 rocp,999,999,999,999,46,999,999,999,999,999,999,999,,,43.22330010499,8,9
2404975,27,155,1-27-2024-155-03,3,1,1,1,2,10,12,0,0,105,12FREE01,F,R,E,E,01,8,8,8,8,888,888,888,3,13,-13,-2,12899,998,26,14,0,1,"Begins 47cm right of center point, extending right","Begins 75cm left of center point, extending right",73 cm right of center,150,0,150,61,28,8,6,0,0,0,1,8,,,18.7327308831734,3,9
2404257,10,75,1-10-2024-075-07,7,2,3,3,61,0,12,0,0,888,12FDLW99,F,D,L,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,2912.86139349855,4,9
2404631,22,137,1-22-2024-137-01,1,1,1,4,88,998,0,0,0,888,00U99999,U,9,9,9,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,23.1353338048251,12,9
2404195,54,100,1-54-2024-100-04,4,1,3,4,88,999,99,0,0,888,99999999,9,9,9,9,99,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,9,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,258.040390365546,9,9
2404925,12,95,1-12-2024-095-03,3,1,1,3,57,330,11,0,0,888,11FLEE02,F,L,E,E,02,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,"Begins 90cm left of center point, extending right",Unknown,11 cm left of center,999,999,180,-71,38,46,0,11,46,26,22,22,,,164.057323491007,9,9
2404527,81,109,1-81-2024-109-03,3,1,2,3,48,260,9,0,0,888,09LFEW01,L,F,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,front left bumper corner,999,999,999,999,999,999,999,999,999,999,999,999,,,188.492696657089,8,9
2404976,27,156,1-27-2024-156-03,3,1,1,1,2,350,12,0,2,335,12FYEW02,F,Y,E,W,02,8,8,8,8,888,888,888,1,24,-23,4,51798,998,-1,25,0,1,"Begins 77cm left of center point, extending right","Begins 67cm right of center point, extending left",35 cm left of center,134,0,154,-39,77,33,26,23,18,12,8,0,,,18.7327308831734,3,9
2404964,28,155,1-28-2024-155-07,7,2,1,1,1,340,11,0,0,345,11FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,3,52,-49,18,182834,998,72,49,0,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,112.67681252621,3,9
2404942,17,161,1-17-2024-161-06,6,2,1,1,1,270,9,0,0,355,09LYEW02,L,Y,E,W,02,8,8,8,8,888,888,888,3,7,0,7,8905,998,130,8,0,1,"Begins 215cm forward of rear axle, extending forward","Begins 170cm forward of rear axle, extending forward",149 cm forward of center,177,119,177,137,122,6,0,0,3,6,5,5,,,383.615973992306,4,9
2404908,77,157,1-77-2024-157-04,4,3,2,1,2,180,6,0,0,30,06BYEW01,B,Y,E,W,01,8,8,8,8,888,888,888,1,12,12,0,7166,998,37,10,0,1,"Begins 7cm left of center point, extending left","Begins 68cm right of center point, extending left",58 cm left of center,136,0,160,-37,61,5,5,0,0,0,0,0,,,1586.45009650988,9,9
2404758,22,144,1-22-2024-144-06,6,1,1,4,76,0,12,0,0,888,12FZGW06,F,Z,G,W,06,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,83.3531700651186,12,9
2404949,25,130,1-25-2024-130-03,3,2,1,1,1,0,12,0,0,10,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,3,6,-6,0,1506,998,0,5,0,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,421.178032923036,2,9
2404827,25,127,1-25-2024-127-NM1,21,1,3,7,1,0,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,46.3961698932894,2,9
2404976,27,156,1-27-2024-156-03,3,2,1,1,1,180,6,0,1,325,06BZEW02,B,Z,E,W,02,8,8,8,8,888,888,888,1,29,29,0,55188,998,-35,27,0,1,"Begins 71cm right of center point, extending left","Begins 57cm right of center point, extending left",6 cm right of center,115,0,142,35,72,23,5,12,19,23,22,19,,,18.7327308831734,3,9
2404907,77,156,1-77-2024-156-04,4,1,1,1,2,340,11,0,0,140,11FLE999,F,L,E,9,99,8,8,8,8,888,888,888,3,11,-10,4,6613,998,71,9,0,8,Unknown,Unknown,UNKNOWN LEFT FRONT PLANE,999,999,999,999,999,999,999,999,999,999,999,999,,,1586.45009650988,9,9
2404953,11,148,1-11-2024-148-02,2,1,1,1,2,20,1,0,0,25,01FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,1,24,-23,-8,27371,998,-70,18,0,1,"Begins 30cm left of center point, extending right","Begins 56cm right of center point, extending left",37 cm right of center,112,0,134,8,76,19,3,0,4,13,13,19,,,30.7614595081659,8,9
2404953,11,148,1-11-2024-148-02,2,2,1,1,1,320,11,0,0,270,11FLEE03,F,L,E,E,03,8,8,8,8,888,888,888,1,22,-17,14,65772,998,96,26,0,1,"Begins 51cm left of center point, extending right","Begins 51cm right of center point, extending left",31 cm left of center,102,0,156,-39,23,25,25,21,20,15,3,0,,,30.7614595081659,8,9
2404922,48,161,1-48-2024-161-06,6,1,2,2,31,998,0,0,0,888,00TDDO02,T,D,D,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not measured,Not Measured,Left Roof,777,777,777,777,777,,,,,,,,1,3,86.4307074675267,12,9
2404907,77,156,1-77-2024-156-04,4,1,2,1,2,350,12,0,0,155,12LYEW01,L,Y,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 189cm forward of rear axle, extending forward",Unknown,260CM FORWARD LEFT REAR AXLE,999,999,999,999,102,999,999,999,999,999,999,999,,,1586.45009650988,9,9
2404907,77,156,1-77-2024-156-04,4,1,3,1,2,350,12,0,0,888,12LZEW01,L,Z,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,"Begins 38cm forward of rear axle, extending rearward",Unknown,38CM FORWARD LEFT REAR AXLE,999,999,999,999,85,999,999,999,999,999,999,999,,,1586.45009650988,9,9
2404907,77,156,1-77-2024-156-04,4,1,4,3,42,10,12,0,0,888,12RFEW01,R,F,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,"Begins 245cm forward of rear axle, extending forward",Unknown,316CM FORWARD RIGHT REAR AXLE,999,999,999,999,101,999,999,999,999,999,999,999,,,1586.45009650988,9,9
2404907,77,156,1-77-2024-156-04,4,1,5,3,42,10,12,0,0,888,12RPEN01,R,P,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,"Begins 90cm forward of rear axle, extending forward",Unknown,119CM FORWARD RIGHT REAR AXLE,999,999,999,999,39,999,999,999,999,999,999,999,,,1586.45009650988,9,9
2404819,20,118,1-20-2024-118-10,10,1,2,3,48,10,12,0,0,888,12RYEW02,R,Y,E,W,02,8,8,8,8,888,888,888,1,14,-14,-3,15779,998,63,14,0,1,"Begins 71cm forward of front axle, extending rearward","Begins 42cm forward of front axle, extending rearward",163 cm forward of center,103,118,103,127,143,22,3,10,13,17,22,4,,,10261.0364593022,11,9
2404819,20,118,1-20-2024-118-10,10,1,3,3,48,0,12,0,0,888,12RPES01,R,P,E,S,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,"Begins 85cm rear of front axle, extending rearward",Unknown,"no crush, light sideswipe",999,999,999,999,50,999,999,999,999,999,999,999,,,10261.0364593022,11,9
2404894,62,143,1-62-2024-143-03,3,2,1,1,1,320,11,0,0,190,11FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,3,13,-10,8,9441,998,126,9,0,1,"Begins 42cm left of center point, extending left",Unknown,Unknown,999,999,999,999,33,999,999,999,999,999,999,999,,,233.006833495632,7,9
2404894,62,143,1-62-2024-143-03,3,2,2,1,1,270,9,0,0,230,09LBEW02,L,B,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 17cm rear of rear axle, extending rearward",Unknown,Unknown,999,999,999,999,76,999,999,999,999,999,999,999,,,233.006833495632,7,9
2404919,73,128,1-73-2024-128-06,6,1,3,2,31,998,0,0,0,888,00RDAO03,R,D,A,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not measured,Not Measured,Right A-Pillar,777,777,777,777,777,,,,,,,,1,1,117.285282177035,3,9
2404441,54,104,1-54-2024-104-04,4,2,2,1,1,270,9,0,0,125,09LPEW01,L,P,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,2,"Begins 34cm forward of rear axle, extending forward",Unknown,unknown,999,999,999,999,100,999,999,999,999,999,999,999,,,256.948260971925,9,9
2404011,52,43,1-52-2024-043-02,2,1,3,3,48,999,99,0,0,888,99RB9999,R,B,9,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,21.737445977484,12,9
2404757,21,110,1-21-2024-110-03,3,1,1,1,2,0,12,0,1,0,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,18,-18,0,17516,998,-10,17,0,1,"Begins 50cm right of center point, extending left","Begins 56cm right of center point, extending left",52 cm right of center,112,0,156,-10,120,5,1,2,4,5,3,5,,,210.450883320732,11,9
2404757,21,110,1-21-2024-110-03,3,2,1,1,1,180,6,0,2,0,06BDEW03,B,D,E,W,03,8,8,8,8,888,888,888,1,17,17,0,19452,998,17,18,0,1,"Begins 30cm right of center point, extending left","Begins 65cm right of center point, extending left",35 cm left of center,130,0,150,-17,94,28,12,14,12,10,0,6,,,210.450883320732,11,9
2404996,31,107,1-31-2024-107-10,10,1,1,3,51,320,11,0,0,888,11LPAW02,L,P,A,W,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,-69,5,1,1,"Begins 50cm rear of front axle, extending rearward","Begins 115cm rear of front axle, extending rearward",10 cm forward of center,59,-8,59,28,116,2,0,1,1,2,1,1,,,419.593794787767,6,9
2404996,31,107,1-31-2024-107-10,10,1,2,3,60,270,9,0,0,888,09LZEN01,L,Z,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 39cm forward of rear axle, extending forward",Unknown,Not measured,999,999,999,999,34,999,999,999,999,999,999,999,,,419.593794787767,6,9
2404880,31,103,1-31-2024-103-04,4,1,1,1,2,320,11,0,0,200,11FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,5,-3,3,1177,998,135,3,0,1,"Begins 76cm left of center point, extending right",Unknown,73 left of center point,999,999,999,999,153,999,999,999,999,999,999,999,,,222.052598299916,6,9
2404880,31,103,1-31-2024-103-04,4,2,1,1,1,50,2,0,0,295,02RFEW02,R,F,E,W,02,8,8,8,8,888,888,888,3,5,-3,-4,2968,998,-25,7,0,1,"Begins 59cm forward of front axle, extending rearward","Begins 59cm forward of front axle, extending rearward",211 cm forward of center,98,135,98,135,98,6,0,0,4,1,0,6,,,222.052598299916,6,9
2404880,31,103,1-31-2024-103-04,4,2,2,1,1,90,3,0,0,195,03RBEW01,R,B,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 28cm rear of rear axle, extending rearward",Unknown,Not measured,999,999,999,999,76,999,999,999,999,999,999,999,,,222.052598299916,6,9
2404936,69,115,1-69-2024-115-04,4,1,1,1,2,60,2,0,0,300,02RZAW02,R,Z,A,W,02,0,1,1,0,25,72,16,1,17,-9,-15,38130,998,142,17,0,1,"Begins 150cm rear of front axle, extending rearward","Begins 134cm rear of front axle, extending rearward",82 cm rearward of center,196,-87,196,-86,162,23,9,15,21,23,9,3,,,104.112066997676,8,9
2404936,69,115,1-69-2024-115-04,4,2,1,1,1,0,12,0,0,180,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,1,16,-16,0,19136,998,36,16,0,1,"Begins 7cm right of center point, extending right","Begins 67cm right of center point, extending left",59 cm right of center,133,0,152,36,58,6,3,1,2,5,5,6,,,104.112066997676,8,9
2400759,30,24,1-30-2024-024-02,2,2,1,1,1,180,6,0,0,0,06BDEW02,B,D,E,W,02,8,8,8,8,888,888,888,1,36,36,0,85819,998,19,35,0,1,"Begins 40cm right of center point, extending left","Begins 52cm left of center point, extending right",5 cm left of center,104,0,158,-19,119,34,25,26,34,24,11,0,,,18.7124163743047,10,9
2400759,30,24,1-30-2024-024-02,2,2,2,1,3,350,12,0,0,10,12FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,2,"Begins 20cm left of center point, extending left",Unknown,Unknown,999,999,999,999,59,999,999,999,999,999,999,999,,,18.7124163743047,10,9
2400173,10,3,1-10-2024-003-09,9,1,1,1,2,10,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,7,1,"Begins 55cm right of center point, extending right",Unknown,Unknown,999,999,999,999,20,999,999,999,999,999,999,999,,,11678.448289215,4,9
2400173,10,3,1-10-2024-003-09,9,1,2,2,31,998,0,0,0,888,00TDDO01,T,D,D,O,01,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,2,Not measured,Not Measured,Right Roof,777,777,777,777,777,,,,,,,,4,5,11678.448289215,4,9
2404908,77,157,1-77-2024-157-04,4,2,1,1,1,180,6,0,0,30,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,3,14,14,0,12404,998,-2,14,0,2,"Begins 66cm left of center point, extending right","Begins 70cm left of center point, extending right",41 cm right of center,140,0,148,2,136,9,0,0,7,7,9,5,,,1586.45009650988,9,9
2404891,81,122,1-81-2024-122-05,5,1,1,3,44,0,12,0,0,888,12FRWN04,F,R,W,N,04,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 75cm right of center point, extending left",Unknown,Unknown,999,999,999,999,150,999,999,999,999,999,999,999,,,233.039908985717,8,9
