CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTACTAREA,CONTCOMP,NMNO,LONGLOC,LATLOC,CRUSH,BOTTOMOUT,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
2402972,11,82,1-11-2024-082-NM1,21,1,F,1,703,1,102,-10,4,0,812,1,3,37.1071357763572,8,9
2402972,11,82,1-11-2024-082-NM1,21,1,G,5,770,1,112,-12,4,0,822,1,3,37.1071357763572,8,9
2402972,11,82,1-11-2024-082-NM1,21,1,H,5,770,1,183,8,2,0,752,1,3,37.1071357763572,8,9
2402972,11,82,1-11-2024-082-NM1,21,1,I,10,61,1,888,888,888,8,999,98,1,37.1071357763572,8,9
2402304,30,78,1-30-2024-078-NM1,21,1,A,1,700,1,999,999,999,9,842,3,3,42.5560416047343,10,9
2401453,22,45,1-22-2024-045-NM2,22,1,D,10,61,1,888,888,888,8,999,98,2,29.8393033504253,12,9
2402769,21,56,1-21-2024-056-NM1,21,1,C,1,702,1,70,37,7,0,839,2,1,32.5426329002838,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,E,5,770,1,110,27,6,0,501,1,1,32.5426329002838,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,G,6,777,1,888,888,4,0,999,1,2,32.5426329002838,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,F,6,775,1,999,999,999,9,101,98,1,32.5426329002838,11,9
2402989,32,104,1-32-2024-104-NM1,21,1,A,1,703,1,83,17,0,0,999,1,3,11.6164138708606,7,9
2402434,30,83,1-30-2024-083-NM2,22,1,I,3,758,1,198,76,888,8,999,98,2,361.666104097377,10,9
2402140,77,71,1-77-2024-071-NM1,21,1,A,1,701,1,38,55,0,0,871,2,2,113.21347390618,9,9
2402140,77,71,1-77-2024-071-NM1,21,1,B,1,700,1,55,5,0,0,811,4,1,113.21347390618,9,9
2402140,77,71,1-77-2024-071-NM1,21,1,C,1,700,1,51,55,0,0,811,4,1,113.21347390618,9,9
2402304,30,78,1-30-2024-078-NM1,21,1,F,6,775,1,999,999,999,9,101,2,3,42.5560416047343,10,9
2401842,22,56,1-22-2024-056-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,24.4305122731702,12,9
2401788,69,33,1-69-2024-033-NM1,21,1,D,1,706,1,89,61,3,8,831,2,2,7.66811372485411,8,9
2402956,12,50,1-12-2024-050-NM2,22,1,A,5,770,1,100,19,2,0,731,5,2,639.059715073345,9,9
2402956,12,50,1-12-2024-050-NM2,22,1,B,1,700,1,60,100,2,0,861,5,3,639.059715073345,9,9
2401844,26,46,1-26-2024-046-NM1,21,2,F,10,61,1,888,888,888,9,999,98,1,25.7030205312635,10,9
2402420,48,79,1-48-2024-079-NM1,21,1,B,10,61,1,888,888,888,8,601,98,2,85.8427679861707,12,9
2401862,30,62,1-30-2024-062-NM2,22,1,A,10,61,1,888,888,888,9,999,98,1,511.59271785067,10,9
2403157,62,84,1-62-2024-084-NM1,21,1,D,5,770,1,135,40,1,0,519,5,3,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,E,5,770,1,110,12,2,0,819,5,2,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,F,5,770,2,147,-37,1,0,739,5,3,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,G,5,770,2,127,-55,2,0,819,5,2,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,H,2,720,2,173,-81,1,0,769,5,3,50.4228553346501,7,9
2402832,69,55,1-69-2024-055-NM1,21,1,A,1,703,1,81,-33,7,0,812,5,2,7.66811372485411,8,9
2402832,69,55,1-69-2024-055-NM1,21,1,B,5,770,1,92,-35,8,0,812,1,2,7.66811372485411,8,9
2402832,69,55,1-69-2024-055-NM1,21,1,C,6,775,1,195,-30,4,0,101,12,1,7.66811372485411,8,9
2401755,81,34,1-81-2024-034-NM1,21,1,E,10,61,1,888,888,888,9,999,98,1,46.909790827141,8,9
2402738,32,98,1-32-2024-098-NM1,21,1,B,1,700,1,57,-60,38,0,999,2,1,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,D,1,706,1,71,-75,16,0,999,2,1,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,F,5,770,1,90,-75,27,0,999,5,1,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,G,6,775,1,57,-75,1,0,101,2,1,72.5717518696977,7,9
2401750,57,33,1-57-2024-033-NM1,21,1,G,6,775,1,260,-169,888,8,101,12,1,38.5305215581579,1,9
2401750,57,33,1-57-2024-033-NM1,21,1,I,10,61,1,999,999,999,0,999,98,1,38.5305215581579,1,9
2400832,77,29,1-77-2024-029-NM1,21,1,F,10,61,1,888,888,888,8,999,96,2,113.21347390618,9,9
2402080,11,53,1-11-2024-053-NM1,21,1,M,3,753,1,999,999,999,0,999,2,1,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,N,10,61,1,888,888,888,8,999,98,1,37.1071357763572,8,9
2401535,12,28,1-12-2024-028-NM2,22,1,A,2,738,1,60,-82,0,0,999,3,3,249.68170357321,9,9
2402267,31,43,1-31-2024-043-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,197.377933176122,6,9
2403218,16,96,1-16-2024-096-NM1,21,1,A,6,775,1,251,30,0,0,999,2,3,19.3635256654646,5,9
2402254,26,62,1-26-2024-062-NM1,21,1,E,6,775,1,256,261,999,8,101,2,1,25.7030205312635,10,9
2402571,32,94,1-32-2024-094-NM1,21,1,A,1,701,1,34,77,999,0,851,2,1,27.5926066558606,7,9
2402679,13,64,1-13-2024-064-NM1,21,1,A,1,700,1,999,999,999,9,859,1,3,52.9890988226477,7,9
2402841,24,79,1-24-2024-079-NM1,21,1,E,5,770,1,999,999,999,9,711,1,2,23.1726143074507,1,9
2402841,24,79,1-24-2024-079-NM1,21,1,F,10,61,1,888,888,888,8,999,98,2,23.1726143074507,1,9
2402933,77,98,1-77-2024-098-NM1,21,1,A,6,775,1,999,999,999,0,101,96,1,113.21347390618,9,9
2403715,25,97,1-25-2024-097-NM2,22,1,A,1,700,1,134,54,0,0,851,3,1,209.921679437629,2,9
2402888,15,114,1-15-2024-114-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,35.5740146987417,1,9
2403715,25,97,1-25-2024-097-NM2,22,1,B,1,718,1,999,999,0,0,851,96,1,209.921679437629,2,9
2403028,31,63,1-31-2024-063-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,197.377933176122,6,9
2402933,77,98,1-77-2024-098-NM1,21,1,B,10,61,1,999,999,999,0,101,98,1,113.21347390618,9,9
2402696,17,89,1-17-2024-089-NM2,22,1,A,10,61,1,888,888,888,8,999,96,2,75.2169154133713,4,9
2402589,33,42,1-33-2024-042-NM2,22,1,A,10,61,1,999,999,999,9,999,98,1,361.093515754961,12,9
2402868,32,101,1-32-2024-101-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,21.5942405462542,7,9
2403193,30,111,1-30-2024-111-NM1,21,2,A,1,701,1,28,93,0,0,841,3,3,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,2,B,1,700,1,51,93,0,0,999,2,2,39.9148366584821,10,9
2403213,24,89,1-24-2024-089-NM1,21,1,A,5,770,1,114,2,999,0,823,5,1,23.1726143074507,1,9
2403213,24,89,1-24-2024-089-NM1,21,1,B,6,775,1,191,12,999,0,101,2,1,23.1726143074507,1,9
2403275,20,88,1-20-2024-088-NM2,22,1,A,1,700,1,999,999,999,8,742,2,1,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,B,1,706,1,999,999,999,1,842,5,1,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,C,5,772,1,999,999,999,9,813,1,1,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,D,1,703,1,999,999,999,9,813,5,1,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,E,5,770,1,999,999,999,8,519,5,1,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,F,6,784,1,999,999,999,8,999,3,2,204.607683671141,11,9
2403193,30,111,1-30-2024-111-NM1,21,2,C,1,706,1,63,93,0,0,999,9,2,39.9148366584821,10,9
2400470,30,16,1-30-2024-016-NM2,22,1,A,10,61,1,999,999,888,8,999,98,1,614.931666902505,10,9
2400662,26,13,1-26-2024-013-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,1176.30815772609,10,9
2400820,81,20,1-81-2024-020-NM1,21,1,A,1,701,2,70,75,999,0,851,2,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,B,1,700,2,75,80,999,0,831,2,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,C,1,706,2,80,85,888,8,821,5,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,D,1,703,1,95,11,3,0,821,5,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,E,5,770,1,112,11,8,8,821,5,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,F,5,770,1,108,-27,0,8,731,5,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,G,5,770,1,112,-35,1,8,761,5,2,29.8109810103183,8,9
2403003,26,86,1-26-2024-086-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,25.7030205312635,10,9
2400820,81,20,1-81-2024-020-NM1,21,1,H,5,772,2,85,80,999,0,831,5,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,I,6,775,1,203,43,0,8,101,2,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,J,6,775,1,205,25,0,8,711,2,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,K,3,753,2,240,100,0,8,601,2,2,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,L,10,61,1,888,888,888,8,999,98,1,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,1,M,10,61,2,888,888,888,8,999,96,1,29.8109810103183,8,9
2403213,24,89,1-24-2024-089-NM1,21,1,C,5,774,1,287,12,999,0,101,1,2,23.1726143074507,1,9
2400846,82,22,1-82-2024-022-NM2,22,1,A,10,61,1,999,999,888,8,999,98,1,774.715121583303,1,9
2403020,22,90,1-22-2024-090-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,24.4305122731702,12,9
2402956,12,50,1-12-2024-050-NM2,22,1,C,10,61,1,888,888,888,8,999,98,2,639.059715073345,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,A,1,700,1,68,22,0,0,841,9,2,113.21347390618,9,9
2402661,10,39,1-10-2024-039-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,340.440602144735,4,9
2402754,26,79,1-26-2024-079-NM2,22,1,B,10,61,1,888,888,888,8,999,98,2,1030.55932741376,10,9
2403346,24,92,1-24-2024-092-NM1,21,1,A,1,700,1,69,-58,3,0,999,1,1,23.1726143074507,1,9
2403849,62,106,1-62-2024-106-NM1,21,1,A,6,775,1,999,999,13,0,999,12,2,41.0383325582026,7,9
2402543,25,60,1-25-2024-060-NM1,21,1,I,6,784,1,214,72,1,8,999,5,1,46.3961698932894,2,9
2403858,77,129,1-77-2024-129-NM1,21,1,B,1,700,1,77,63,0,0,851,9,2,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,C,1,700,1,51,82,0,0,861,4,2,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,D,5,770,1,122,48,0,0,811,3,1,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,E,5,770,1,163,-45,0,0,741,9,1,113.21347390618,9,9
2402543,25,60,1-25-2024-060-NM1,21,1,J,10,61,1,888,888,888,8,999,98,2,46.3961698932894,2,9
2403858,77,129,1-77-2024-129-NM1,21,1,F,5,770,1,165,-12,0,0,731,9,1,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,G,5,770,1,0,157,26,0,999,98,3,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,H,6,775,1,257,-12,18,0,741,96,1,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,I,6,775,1,255,32,22,1,511,96,1,113.21347390618,9,9
2405574,16,126,1-16-2024-126-NM1,21,1,I,6,775,1,270,22,3,0,201,12,2,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,J,6,776,1,280,6,0,0,999,5,2,196.102077456907,5,9
2405338,27,166,1-27-2024-166-NM1,21,1,A,5,770,1,999,999,999,9,811,5,1,21.5359551258335,3,9
2405338,27,166,1-27-2024-166-NM1,21,1,B,6,775,1,999,999,999,0,101,96,1,21.5359551258335,3,9
2405338,27,166,1-27-2024-166-NM1,21,1,E,10,61,1,888,888,888,8,999,98,1,21.5359551258335,3,9
2402289,81,47,1-81-2024-047-NM1,21,1,A,10,61,1,888,888,888,8,999,98,1,30.4851567966787,8,9
2405432,69,136,1-69-2024-136-NM1,21,2,A,10,61,1,888,888,888,9,999,98,3,7.66811372485411,8,9
2405354,29,91,1-29-2024-091-NM2,22,1,A,3,756,1,888,888,999,9,999,9,3,400.603383200049,2,9
2401198,13,30,1-13-2024-030-NM2,22,1,A,1,700,1,999,999,999,0,832,3,2,1161.47481366351,7,9
2401198,13,30,1-13-2024-030-NM2,22,1,D,10,72,1,888,888,888,8,852,98,3,1161.47481366351,7,9
2403847,81,94,1-81-2024-094-NM1,21,1,A,1,700,1,77,-4,2,0,761,1,2,39.6531790525059,8,9
2403847,81,94,1-81-2024-094-NM1,21,1,B,1,702,1,93,7,888,0,741,2,2,39.6531790525059,8,9
2403847,81,94,1-81-2024-094-NM1,21,1,C,1,703,1,110,6,2,0,721,1,2,39.6531790525059,8,9
2403847,81,94,1-81-2024-094-NM1,21,1,E,5,770,1,123,9,4,0,731,1,2,39.6531790525059,8,9
2403847,81,94,1-81-2024-094-NM1,21,1,F,5,770,1,153,-6,4,0,101,1,2,39.6531790525059,8,9
2403847,81,94,1-81-2024-094-NM1,21,1,G,5,770,1,999,999,0,0,869,3,2,39.6531790525059,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,B,1,700,1,999,999,0,0,852,3,2,43.22330010499,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,C,1,700,1,999,999,0,0,999,9,3,43.22330010499,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,D,1,702,1,999,999,1,0,812,2,2,43.22330010499,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,E,1,702,1,999,999,0,0,999,3,3,43.22330010499,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,F,1,703,1,999,999,2,0,742,1,2,43.22330010499,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,G,5,770,1,999,999,2,0,732,1,2,43.22330010499,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,H,5,770,1,999,999,4,0,712,1,2,43.22330010499,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,I,10,61,1,888,888,888,8,999,98,1,43.22330010499,8,9
2401435,32,53,1-32-2024-053-NM1,21,2,A,10,61,1,888,888,888,8,999,98,2,17.0813061121433,7,9
2402535,24,69,1-24-2024-069-NM1,21,1,F,7,790,1,999,999,999,9,401,98,2,23.1726143074507,1,9
2405485,30,188,1-30-2024-188-NM1,21,2,A,3,740,1,999,999,0,0,999,3,3,122.593345242516,10,9
2405485,30,188,1-30-2024-188-NM1,21,2,B,3,756,1,888,888,888,8,999,5,2,122.593345242516,10,9
2405491,22,168,1-22-2024-168-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,63.7015832881093,12,9
2403858,77,129,1-77-2024-129-NM1,21,1,J,6,776,1,292,24,1,0,101,1,1,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,K,6,777,1,300,-4,0,0,761,1,1,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,L,1,706,1,108,81,0,0,811,2,1,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,M,5,787,1,110,40,0,0,501,5,1,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,N,3,740,1,0,99,26,0,831,96,1,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,O,5,774,1,228,38,999,1,811,5,1,113.21347390618,9,9
2402344,16,69,1-16-2024-069-NM1,21,1,E,5,774,1,175,-22,888,8,999,1,2,26.1808531062603,5,9
2402344,16,69,1-16-2024-069-NM1,21,1,G,10,61,1,888,888,888,8,999,96,2,26.1808531062603,5,9
2402379,26,68,1-26-2024-068-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,401.065954850307,10,9
2401724,22,52,1-22-2024-052-NM2,22,1,A,10,61,1,999,999,888,8,999,98,1,30.6635507189318,12,9
2400960,57,19,1-57-2024-019-NM1,21,2,A,10,61,1,888,888,888,8,999,98,1,15.0398443849994,1,9
2401027,16,33,1-16-2024-033-NM2,22,1,D,10,61,2,888,888,888,8,999,98,1,439.019791611487,5,9
2402344,16,69,1-16-2024-069-NM1,21,1,F,6,775,1,185,-50,999,8,732,2,2,26.1808531062603,5,9
2403772,81,91,1-81-2024-091-NM1,21,1,A,1,701,1,17,166,999,1,859,1,1,42.9814225528816,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,B,1,702,1,78,220,8,1,819,5,2,42.9814225528816,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,C,1,703,1,120,235,8,1,719,5,2,42.9814225528816,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,D,6,775,1,220,250,999,0,101,7,1,42.9814225528816,8,9
2402307,30,81,1-30-2024-081-NM1,21,1,C,10,61,1,888,888,888,8,999,98,2,70.0679338170937,10,9
2402288,81,46,1-81-2024-046-NM2,22,1,C,10,61,1,888,888,888,9,999,98,2,2408.08347527868,8,9
2400625,60,9,1-60-2024-009-NM1,21,1,E,10,61,1,888,888,888,8,999,96,1,140.53984277194,8,9
2402288,81,46,1-81-2024-046-NM2,22,1,D,10,61,2,888,888,888,8,999,98,2,2408.08347527868,8,9
2402288,81,46,1-81-2024-046-NM2,22,1,E,2,720,1,999,999,999,0,501,1,3,2408.08347527868,8,9
2403616,32,123,1-32-2024-123-NM1,21,1,A,1,706,1,999,999,999,0,999,2,3,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,B,5,770,1,999,999,999,0,999,1,3,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,C,6,775,1,999,999,999,0,999,2,3,73.4062485290255,7,9
2402198,11,55,1-11-2024-055-NM1,21,1,B,3,755,1,888,888,999,8,719,98,1,37.1071357763572,8,9
2402198,11,55,1-11-2024-055-NM1,21,1,C,3,750,1,888,888,888,9,831,5,1,37.1071357763572,8,9
2402210,25,53,1-25-2024-053-NM2,22,1,I,10,61,1,888,888,888,8,999,98,2,202.399293704263,2,9
2403378,16,98,1-16-2024-098-NM1,21,1,A,1,701,1,43,33,888,0,851,3,2,23.4984908001716,5,9
2403378,16,98,1-16-2024-098-NM1,21,1,B,1,701,1,47,27,888,8,841,2,2,23.4984908001716,5,9
2403378,16,98,1-16-2024-098-NM1,21,1,C,1,718,1,54,8,888,8,811,2,2,23.4984908001716,5,9
2403378,16,98,1-16-2024-098-NM1,21,1,D,1,700,1,55,60,888,0,811,2,2,23.4984908001716,5,9
2403378,16,98,1-16-2024-098-NM1,21,1,E,1,706,1,75,60,888,0,731,2,2,23.4984908001716,5,9
2403378,16,98,1-16-2024-098-NM1,21,1,F,1,703,1,80,45,3,8,711,5,2,23.4984908001716,5,9
2403378,16,98,1-16-2024-098-NM1,21,1,G,5,770,1,161,43,12,8,101,5,2,23.4984908001716,5,9
2403378,16,98,1-16-2024-098-NM1,21,1,H,10,61,1,888,888,888,8,999,98,1,23.4984908001716,5,9
2402228,27,70,1-27-2024-070-NM2,22,1,H,10,61,1,888,888,888,8,999,98,1,30.6673615919684,3,9
2402952,30,102,1-30-2024-102-NM1,21,2,A,10,61,1,888,888,888,8,999,98,1,73.645145385009,10,9
2402995,27,96,1-27-2024-096-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,45.5428338265018,3,9
2402148,59,67,1-59-2024-067-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,62.3822922049643,6,9
2402767,27,90,1-27-2024-090-NM2,22,1,B,10,61,1,888,888,888,8,711,98,1,33.2945661482558,3,9
2402243,15,87,1-15-2024-087-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,35.7446223566179,1,9
2402638,82,63,1-82-2024-063-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,317.115950685831,1,9
2402304,30,78,1-30-2024-078-NM1,21,1,E,6,784,1,999,999,999,8,712,1,2,42.5560416047343,10,9
2402304,30,78,1-30-2024-078-NM1,21,1,D,2,720,1,999,999,999,0,832,5,1,42.5560416047343,10,9
2402304,30,78,1-30-2024-078-NM1,21,1,B,1,706,1,999,999,999,9,812,5,2,42.5560416047343,10,9
2402304,30,78,1-30-2024-078-NM1,21,1,C,1,701,1,999,999,999,9,852,3,3,42.5560416047343,10,9
2402304,30,78,1-30-2024-078-NM1,21,1,G,10,61,1,888,888,888,8,999,98,2,42.5560416047343,10,9
2403627,26,102,1-26-2024-102-NM2,22,1,A,3,740,1,999,999,999,9,999,3,9,471.653968173224,10,9
2404053,10,70,1-10-2024-070-NM1,21,1,A,1,701,1,33,-8,3,0,872,2,2,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,B,1,702,1,60,5,3,1,852,2,2,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,C,1,700,1,77,3,5,0,832,5,2,31.3806248143146,4,9
2403847,81,94,1-81-2024-094-NM1,21,1,H,10,61,1,888,888,888,8,999,98,1,39.6531790525059,8,9
2403847,81,94,1-81-2024-094-NM1,21,1,D,1,703,1,110,999,999,0,741,2,2,39.6531790525059,8,9
2403858,77,129,1-77-2024-129-NM1,21,1,P,10,61,1,888,888,888,8,999,98,3,113.21347390618,9,9
2405420,30,185,1-30-2024-185-NM1,21,1,A,1,706,1,999,999,999,0,812,3,3,122.593345274421,10,9
2405870,81,152,1-81-2024-152-NM1,21,1,A,1,701,1,23,59,3,0,999,5,3,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,B,1,700,1,35,34,5,0,999,5,3,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,E,3,740,1,101,115,1,0,999,9,3,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,D,3,740,1,139,114,1,0,999,9,3,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,C,1,702,1,46,-45,5,0,999,5,3,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,G,1,703,1,79,39,2,0,999,5,3,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,H,6,775,1,237,31,7,1,101,12,2,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,I,6,776,1,290,0,6,1,999,5,2,20.2135532866767,8,9
2404042,29,53,1-29-2024-053-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,480.123684005821,2,9
2404179,60,59,1-60-2024-059-NM1,21,1,A,1,701,1,999,999,0,0,872,3,2,43.22330010499,8,9
2404053,10,70,1-10-2024-070-NM1,21,1,D,5,770,1,116,-6,7,0,822,5,2,31.3806248143146,4,9
2402161,62,56,1-62-2024-056-NM1,21,1,E,1,700,1,60,-30,999,9,842,9,2,60.6701620601723,7,9
2402161,62,56,1-62-2024-056-NM1,21,1,F,1,706,1,72,-65,888,0,812,2,1,60.6701620601723,7,9
2402161,62,56,1-62-2024-056-NM1,21,1,G,10,61,1,888,888,888,8,999,98,2,60.6701620601723,7,9
2402195,79,44,1-79-2024-044-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,110.555038236303,8,9
2403628,26,103,1-26-2024-103-NM2,22,1,A,1,700,1,999,999,999,9,999,96,2,471.653968173224,10,9
2401790,81,35,1-81-2024-035-NM1,21,1,D,2,733,1,999,999,999,8,999,2,2,46.909790827141,8,9
2404051,59,121,1-59-2024-121-NM2,22,1,A,1,700,1,999,999,999,0,841,98,2,778.982106600467,6,9
2401790,81,35,1-81-2024-035-NM1,21,1,E,2,722,1,999,999,888,8,999,3,2,46.909790827141,8,9
2404051,59,121,1-59-2024-121-NM2,22,1,B,1,702,1,999,999,999,0,731,98,1,778.982106600467,6,9
2401790,81,35,1-81-2024-035-NM1,21,1,F,10,61,1,888,888,888,8,999,98,1,46.909790827141,8,9
2402106,82,48,1-82-2024-048-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,217.855164636431,1,9
2403191,12,53,1-12-2024-053-NM2,22,1,B,10,61,1,888,888,888,8,712,98,1,279.612696685556,9,9
2403754,21,79,1-21-2024-079-NM1,21,1,A,1,701,1,40,128,6,0,852,5,2,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,B,1,700,1,47,136,0,0,862,3,2,15.3205421761938,11,9
2402124,28,61,1-28-2024-061-NM2,22,1,C,10,61,1,888,888,888,8,999,98,1,37.9334438090452,3,9
2402140,77,71,1-77-2024-071-NM1,21,1,D,1,703,1,73,21,0,8,511,3,2,113.21347390618,9,9
2402140,77,71,1-77-2024-071-NM1,21,1,E,10,61,1,888,888,888,8,999,98,1,113.21347390618,9,9
2404163,25,113,1-25-2024-113-NM2,22,1,A,3,750,1,888,888,0,0,749,96,2,217.706177804094,2,9
2403403,29,33,1-29-2024-033-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,717.115181555973,2,9
2402377,15,93,1-15-2024-093-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,172.627983004139,1,9
2402083,24,50,1-24-2024-050-NM1,21,1,C,10,61,1,888,888,888,8,101,98,2,23.1726143074507,1,9
2402515,22,71,1-22-2024-071-NM2,22,1,A,10,61,1,888,888,888,8,832,98,1,85.2845477308788,12,9
2404202,52,45,1-52-2024-045-NM1,21,1,A,1,701,1,32,64,888,0,999,98,2,23.3488363699868,12,9
2404202,52,45,1-52-2024-045-NM1,21,1,B,1,706,1,32,64,1,0,999,5,2,23.3488363699868,12,9
2404202,52,45,1-52-2024-045-NM1,21,1,C,1,703,1,90,61,7,0,999,5,2,23.3488363699868,12,9
2403370,32,117,1-32-2024-117-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,24.6793297433215,7,9
2402502,32,90,1-32-2024-090-NM1,21,1,A,10,61,1,888,888,888,8,999,98,1,20.533614820255,7,9
2401752,13,46,1-13-2024-046-NM2,22,1,B,10,61,1,888,888,888,8,999,98,2,2482.68938093394,7,9
2403799,69,82,1-69-2024-082-NM1,21,1,A,5,770,1,98,-16,1,0,752,4,1,12.0111452927932,8,9
2403799,69,82,1-69-2024-082-NM1,21,1,B,5,770,1,100,2,1,0,752,9,2,12.0111452927932,8,9
2403799,69,82,1-69-2024-082-NM1,21,1,C,6,776,1,277,-26,14,0,712,1,1,12.0111452927932,8,9
2403799,69,82,1-69-2024-082-NM1,21,1,D,6,777,1,290,-23,3,0,101,1,1,12.0111452927932,8,9
2403799,69,82,1-69-2024-082-NM1,21,1,E,6,775,1,238,4,14,0,712,12,1,12.0111452927932,8,9
2402769,21,56,1-21-2024-056-NM1,21,1,B,1,700,1,45,41,0,0,851,3,2,32.5426329002838,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,A,1,701,1,26,30,0,0,871,3,2,32.5426329002838,11,9
