CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
2403839,82,97,1-82-2024-097-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7096,165.718700888288,1,9
2403844,30,136,1-30-2024-136-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14688,298.263643019881,10,9
2403844,30,136,1-30-2024-136-03,3,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10620,298.263643019881,10,9
2403845,11,116,1-11-2024-116-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,674,530.793567452246,8,9
2403853,59,119,1-59-2024-119-06,6,2,1,1,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,13932,351.838762652549,6,9
2403848,62,105,1-62-2024-105-05,5,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7514,63.3169379609733,7,9
2403859,77,130,1-77-2024-130-01,1,2,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,91,141.400970265386,9,9
2403849,62,106,1-62-2024-106-NM1,21,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,25564,41.0383325582026,7,9
2403859,77,130,1-77-2024-130-01,1,3,1,0,E-N-H-01-00-0062,EDR002-R01,1,999997,141.400970265386,9,9
2403846,81,93,1-81-2024-093-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17651,1224.05256267546,8,9
2403846,81,93,1-81-2024-093-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,743,1224.05256267546,8,9
2403850,62,107,1-62-2024-107-03,3,1,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.0,1,2028,533.882324250421,7,9
2403863,48,124,1-48-2024-124-03,3,1,1,1,E-N-K-01-00-0058,EDR001-R01,1,4034,192.139655150175,12,9
2403863,48,124,1-48-2024-124-03,3,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,192.139655150175,12,9
2403851,62,108,1-62-2024-108-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,533.882324409124,7,9
2403864,57,95,1-57-2024-095-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6077,13.8251120734564,1,9
2403847,81,94,1-81-2024-094-NM1,21,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,29881,39.6531790525059,8,9
2403866,66,78,1-66-2024-078-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,97.5596917228585,6,9
2403861,67,25,1-67-2024-025-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4664,469.881761761089,7,9
2403867,66,79,1-66-2024-079-07,7,1,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18243,133.367571576148,6,9
2403870,12,67,1-12-2024-067-10,10,1,1,2,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,9868,8209.53170960713,9,9
2403871,12,68,1-12-2024-068-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15819,257.996460650317,9,9
2403872,12,69,1-12-2024-069-04,4,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1987,269.223385585816,9,9
2403876,17,121,1-17-2024-121-06,6,2,1,1,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,16501,121.263256730921,4,9
2403879,17,124,1-17-2024-124-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17838,60.1064786597745,4,9
2403879,17,124,1-17-2024-124-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3194,60.1064786597745,4,9
2403882,69,83,1-69-2024-083-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4175,89.8384928002341,8,9
2403883,69,84,1-69-2024-084-04,4,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3254,89.8384928002341,8,9
2403884,69,85,1-69-2024-085-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12750,89.8384928002341,8,9
2405300,69,130,1-69-2024-130-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13402,7.30201599951961,8,9
2405308,57,163,1-57-2024-163-06,6,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3498,296.521375709091,1,9
2405300,69,130,1-69-2024-130-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,29637,7.30201599951961,8,9
2405301,69,131,1-69-2024-131-05,5,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13696,7.30201599951961,8,9
2405297,33,100,1-33-2024-100-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5552,23.2460633538017,12,9
2405307,12,102,1-12-2024-102-06,6,1,1,1,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,10277,803.075792396309,9,9
2405311,17,174,1-17-2024-174-03,3,1,1,0,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,8362,84.2827710128695,4,9
2405317,60,82,1-60-2024-082-03,3,2,1,1,v24.19.0,v24.43.1,1,334,194.402864300273,8,9
2405318,60,83,1-60-2024-083-06,6,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10115,720.125210239522,8,9
2405324,25,141,1-25-2024-141-01,1,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,16389,144.250353463553,2,9
2405325,25,142,1-25-2024-142-02,2,1,1,6,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,7960,61.6735457995434,2,9
2405326,14,102,1-14-2024-102-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2905,223.908382589018,8,9
2405326,14,102,1-14-2024-102-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,740,223.908382589018,8,9
2405335,28,167,1-28-2024-167-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8406,38.2240703487293,3,9
2405340,32,146,1-32-2024-146-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4927,63.4459286609016,7,9
2405332,52,52,1-52-2024-052-04,4,2,1,2,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,6949,299.783752144918,12,9
2405261,81,133,1-81-2024-133-09,9,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,17233,4766.29605939166,8,9
2405339,27,167,1-27-2024-167-09,9,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19215,190.105427667502,3,9
2405293,18,129,1-18-2024-129-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,35193,62.4923941887035,6,9
2405293,18,129,1-18-2024-129-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3261,62.4923941887035,6,9
2405294,18,130,1-18-2024-130-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8276,415.437196175479,6,9
2405337,27,165,1-27-2024-165-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,25132,19.3727483205413,3,9
2405337,27,165,1-27-2024-165-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5675,19.3727483205413,3,9
2405337,27,165,1-27-2024-165-03,3,2,2,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,6,999997,19.3727483205413,3,9
2405349,15,205,1-15-2024-205-08,8,2,1,1,E-N-H-00-01-0065,EDR001-R01,1,15356,34.8063116712962,1,9
2405355,67,48,1-67-2024-048-NM2,22,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6050,466.844383438263,7,9
2405336,27,164,1-27-2024-164-03,3,1,1,1,v24.19.0,v24.43.1,1,4189,32.3914110115022,3,9
2405336,27,164,1-27-2024-164-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18503,32.3914110115022,3,9
2405357,21,127,1-21-2024-127-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5214,9.63819602034845,11,9
2405364,10,105,1-10-2024-105-06,6,1,1,3,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,11255,607.531493687446,4,9
2405364,10,105,1-10-2024-105-06,6,2,1,0,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,13729,607.531493687446,4,9
2405352,29,89,1-29-2024-089-NM1,21,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,37.5008426016573,2,9
2405353,29,90,1-29-2024-090-NM2,22,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14623,400.603383200049,2,9
2405363,77,171,1-77-2024-171-04,4,1,1,0,E-N-H-01-00-0065,EDR001-R01,1,999997,1429.94537400698,9,9
2405368,48,174,1-48-2024-174-10,10,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16560,2958.08260369595,12,9
2405369,22,164,1-22-2024-164-08,8,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,29.5597025273187,12,9
2405371,31,114,1-31-2024-114-09,9,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15980,161.39423315543,6,9
2405374,66,103,1-66-2024-103-10,10,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,24260,242.389498710963,6,9
2405378,30,183,1-30-2024-183-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3547,200.251916084177,10,9
2400292,48,13,1-48-2024-013-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5495,85.7677087053401,12,9
2400293,48,14,1-48-2024-014-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1575,54.9604072040948,12,9
2400307,73,11,1-73-2024-011-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4290,54.3106720874916,3,9
2400293,48,14,1-48-2024-014-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11689,54.9604072040948,12,9
2400296,18,8,1-18-2024-008-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20762,66.0930169005829,6,9
2400296,18,8,1-18-2024-008-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18616,66.0930169005829,6,9
2400308,48,15,1-48-2024-015-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11454,225.436509667209,12,9
2400317,59,14,1-59-2024-014-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19466,133.446453331706,6,9
2400317,59,14,1-59-2024-014-04,4,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,133.446453331706,6,9
2400317,59,14,1-59-2024-014-04,4,3,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5344,133.446453331706,6,9
2400319,33,3,1-33-2024-003-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9688,340.191805857762,12,9
2400314,17,9,1-17-2024-009-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,29870,60.7880401010966,4,9
2400314,17,9,1-17-2024-009-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3522,60.7880401010966,4,9
2400316,17,11,1-17-2024-011-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,21453,794.522848000315,4,9
2400316,17,11,1-17-2024-011-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5556,794.522848000315,4,9
2400313,17,8,1-17-2024-008-08,8,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,34096,98.1097831692489,4,9
2400321,19,8,1-19-2024-008-05,5,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9080,49.1552833588875,9,9
2400323,12,8,1-12-2024-008-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6703,272.072310301009,9,9
2400326,12,9,1-12-2024-009-09,9,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,37574,517.295150771829,9,9
2400325,12,10,1-12-2024-010-02,2,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,1313,221.517683883591,9,9
2400334,77,11,1-77-2024-011-06,6,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7391,329.081744532079,9,9
2400270,10,4,1-10-2024-004-06,6,3,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8746,792.161065836576,4,9
2400303,54,14,1-54-2024-014-07,7,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,17102,163.639088013261,9,9
2400271,10,5,1-10-2024-005-01,1,1,1,1,23.3,23.3,1,26050,29.6296036839938,4,9
2400303,54,14,1-54-2024-014-07,7,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,10042,163.639088013261,9,9
2400330,30,11,1-30-2024-011-04,4,1,1,1,E-N-H-01-00-0060,EDR002-R01,1,2685,687.170044972848,10,9
2400333,20,7,1-20-2024-007-06,6,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,21722,119.111028080302,11,9
2400338,24,5,1-24-2024-005-04,4,3,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1943,265.224620418869,1,9
2400344,14,4,1-14-2024-004-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15761,1299.85084492369,8,9
2400299,18,11,1-18-2024-011-04,4,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,5547,83.4959792301343,6,9
2400342,25,6,1-25-2024-006-03,3,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13679,123.15049611068,2,9
2400342,25,6,1-25-2024-006-03,3,3,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2281,123.15049611068,2,9
2400348,16,9,1-16-2024-009-01,1,1,1,2,23.2,23.2,1,13321,15.8174891263142,5,9
2400349,16,10,1-16-2024-010-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15173,437.74021765386,5,9
2400349,16,10,1-16-2024-010-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5856,437.74021765386,5,9
2400354,76,7,1-76-2024-007-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11315,72.7960942583928,3,9
2400355,76,8,1-76-2024-008-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,6,999997,86.4714255045695,3,9
2400355,76,8,1-76-2024-008-04,4,1,2,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,304,86.4714255045695,3,9
2400356,76,9,1-76-2024-009-07,7,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10358,72.7960942583928,3,9
2400357,25,5,1-25-2024-005-06,6,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,5216,456.185546555652,2,9
2400346,60,7,1-60-2024-007-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3564,345.48704437529,8,9
2400365,52,3,1-52-2024-003-07,7,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8969,1615.30739878604,12,9
2400366,32,12,1-32-2024-012-08,8,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,21992,82.3211387868321,7,9
2400359,52,4,1-52-2024-004-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2816,68.9591235242687,12,9
2400370,28,6,1-28-2024-006-09,9,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20382,112.3042323572,3,9
2400371,28,7,1-28-2024-007-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5371,28.3089754479373,3,9
2400373,28,9,1-28-2024-009-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4096,71.2959194174348,3,9
2400368,57,7,1-57-2024-007-06,6,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19011,292.912717603309,1,9
2400376,27,12,1-27-2024-012-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,11.8514312322575,3,9
2400376,27,12,1-27-2024-012-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4583,11.8514312322575,3,9
2400377,27,13,1-27-2024-013-06,6,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10785,61.805879129382,3,9
2400379,20,8,1-20-2024-008-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14825,432.198032471815,11,9
2400379,20,8,1-20-2024-008-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,432.198032471815,11,9
2400385,15,11,1-15-2024-011-04,4,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,4828,55.2798962387699,1,9
2400388,15,14,1-15-2024-014-07,7,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,14022,314.881929096078,1,9
2400383,22,9,1-22-2024-009-07,7,1,1,0,E-N-H-01-00-0060,EDR001-R01,1,999997,124.897930025658,12,9
2400386,15,12,1-15-2024-012-05,5,1,1,10,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12723,6.82003949815675,1,9
2400386,15,12,1-15-2024-012-05,5,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10345,6.82003949815675,1,9
2400384,22,10,1-22-2024-010-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,82.5530701270361,12,9
2400389,26,5,1-26-2024-005-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6724,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,3,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4607,21.1529220587709,10,9
2400335,11,6,1-11-2024-006-03,3,1,1,1,E-N-K-01-00-0056,EDR002-R01,1,10794,84.2498727782102,8,9
2400335,11,6,1-11-2024-006-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23099,84.2498727782102,8,9
2400399,16,12,1-16-2024-012-05,5,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17604,15.6592746300539,5,9
2400399,16,12,1-16-2024-012-05,5,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9469,15.6592746300539,5,9
2400402,31,5,1-31-2024-005-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15985,230.868935151332,6,9
2400403,31,6,1-31-2024-006-08,8,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12112,222.937813489072,6,9
2400327,30,8,1-30-2024-008-03,3,1,1,1,E-N-K-01-00-0056,EDR002-R01,1,2085,147.061529962125,10,9
2400405,27,14,1-27-2024-014-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1819,41.3707233122351,3,9
2400408,66,5,1-66-2024-005-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13515,133.367571576148,6,9
2400409,66,6,1-66-2024-006-10,10,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,34922,242.389498710963,6,9
