CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
2405890,23,48,1-23-2024-048-03,3,3,1,0,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,999997,1120.10542309425,5,9
2405890,23,48,1-23-2024-048-03,3,4,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,2427,1120.10542309425,5,9
2405895,48,192,1-48-2024-192-08,8,1,1,3,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,999997,96.1411607504999,12,9
2405895,48,192,1-48-2024-192-08,8,2,1,4,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,999997,96.1411607504999,12,9
2405901,77,191,1-77-2024-191-03,3,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,19830,288.445335679694,9,9
2405901,77,191,1-77-2024-191-03,3,2,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,10157,288.445335679694,9,9
2405906,66,116,1-66-2024-116-09,9,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,30669,176.458176590149,6,9
2405902,77,192,1-77-2024-192-03,3,1,1,3,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,2164,288.445335679694,9,9
2405907,66,117,1-66-2024-117-04,4,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,2832,114.973892842,6,9
2405902,77,192,1-77-2024-192-03,3,2,1,3,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,4367,288.445335679694,9,9
2405908,66,118,1-66-2024-118-06,6,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,11975,124.972344097308,6,9
2405909,12,116,1-12-2024-116-03,3,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,7097,166.734048242703,9,9
2405872,81,154,1-81-2024-154-01,1,1,1,3,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,3095,37.5482771746596,8,9
2405912,13,82,1-13-2024-082-02,2,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,9423,66.7757455815988,7,9
2405909,12,116,1-12-2024-116-03,3,2,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,850,166.734048242703,9,9
2405872,81,154,1-81-2024-154-01,1,2,1,4,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,8899,37.5482771746596,8,9
2405911,12,118,1-12-2024-118-04,4,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,5012,916.878937506543,9,9
2405920,12,117,1-12-2024-117-03,3,1,1,2,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,25672,166.734048242703,9,9
2405871,81,153,1-81-2024-153-02,2,1,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,19456,19.0849903848337,8,9
2405920,12,117,1-12-2024-117-03,3,3,1,1,Crash Data Retrieval Tool 24.2.383,Crash Data Retrieval Tool 24.3.648,1,2537,166.734048242703,9,9
2402863,16,84,1-16-2024-084-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13130,15.1092509057653,5,9
2402864,16,85,1-16-2024-085-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23949,4161.34407721317,5,9
2402865,16,86,1-16-2024-086-05,5,2,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11626,49.9895265329744,5,9
2402883,22,84,1-22-2024-084-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2437,32.0683092145635,12,9
2402851,11,79,1-11-2024-079-08,8,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,137.396448535388,8,9
2402901,12,47,1-12-2024-047-02,2,1,1,3,24.0,24.0,1,9535,228.584675358371,9,9
2402808,18,84,1-18-2024-084-03,3,1,1,8,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8767,90.7251439638903,6,9
2402902,12,48,1-12-2024-048-02,2,1,1,7,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11741,228.584675358371,9,9
2402892,26,84,1-26-2024-084-07,7,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11273,3973.65605256827,10,9
2402889,26,81,1-26-2024-081-04,4,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16853,1252.65413238455,10,9
2402889,26,81,1-26-2024-081-04,4,3,1,2,v23.20.1,v24.22.1,1,2943,1252.65413238455,10,9
2402904,15,115,1-15-2024-115-03,3,2,1,2,E-N-H-01-00-0060,EDR002-R01,1,1574,15.0688068307726,1,9
2402895,22,85,1-22-2024-085-09,9,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,55.0527044392151,12,9
2402906,21,60,1-21-2024-060-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5436,924.169152875547,11,9
2402809,18,85,1-18-2024-085-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15188,458.423668559883,6,9
2402809,18,85,1-18-2024-085-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11931,458.423668559883,6,9
2402910,31,60,1-31-2024-060-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11903,230.868935151332,6,9
2402909,31,59,1-31-2024-059-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3258,222.052598299916,6,9
2402911,66,61,1-66-2024-061-09,9,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,31899,97.5596917228585,6,9
2402852,11,80,1-11-2024-080-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10771,630.031575937947,8,9
2402912,13,68,1-13-2024-068-02,2,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6410,18.738992513569,7,9
2402913,59,90,1-59-2024-090-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14932,296.857246688508,6,9
2404777,59,140,1-59-2024-140-03,3,2,1,2,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,15362,42.3023913828698,6,9
2404781,10,89,1-10-2024-089-04,4,2,1,1,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,11445,842.377586011299,4,9
2404789,73,126,1-73-2024-126-07,7,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,16119,605.662849299634,3,9
2404791,48,154,1-48-2024-154-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,94.8892869895368,12,9
2404766,81,118,1-81-2024-118-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3312,29.2612564861438,8,9
2404792,48,155,1-48-2024-155-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7264,85.7677087053401,12,9
2404773,62,141,1-62-2024-141-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1226,349.92167787248,7,9
2404795,54,108,1-54-2024-108-09,9,1,1,3,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,215.333286880865,9,9
2404794,48,157,1-48-2024-157-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12143,86.4307074675267,12,9
2404796,54,109,1-54-2024-109-07,7,1,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,12535,449.749114529077,9,9
2404797,12,91,1-12-2024-091-07,7,1,1,1,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,999997,321.458377980766,9,9
2404797,12,91,1-12-2024-091-07,7,2,1,1,E-N-K-01-00-0058,EDR001-R01,1,12331,321.458377980766,9,9
2404798,12,92,1-12-2024-092-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9172,321.458377980766,9,9
2404799,12,93,1-12-2024-093-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9267,164.057323491007,9,9
2404799,12,93,1-12-2024-093-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8387,164.057323491007,9,9
2404769,77,153,1-77-2024-153-09,9,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,12242.3665920591,9,9
2404770,77,154,1-77-2024-154-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5577,83.1566199866033,9,9
2404805,66,95,1-66-2024-095-01,1,1,1,8,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13920,106.258770256521,6,9
2404806,66,96,1-66-2024-096-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5490,96.0036958815834,6,9
2404800,69,111,1-69-2024-111-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5579,162.395769775631,8,9
2404806,66,96,1-66-2024-096-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,21903,96.0036958815834,6,9
2404807,33,93,1-33-2024-093-03,3,1,1,3,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,4054,33.6168445424995,12,9
2404811,17,153,1-17-2024-153-04,4,1,1,1,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,1404,87.0390575319171,4,9
2404808,33,94,1-33-2024-094-03,3,2,1,1,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,2239,33.6168445424995,12,9
2404812,17,154,1-17-2024-154-06,6,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2798,75.8375313880117,4,9
2404809,19,65,1-19-2024-065-09,9,2,1,2,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,999997,717.496132319356,9,9
2404823,24,133,1-24-2024-133-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15561,52.2007608551518,1,9
2404824,24,134,1-24-2024-134-06,6,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15000,52.2007608551518,1,9
2404827,25,127,1-25-2024-127-NM1,21,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,46.3961698932894,2,9
2404828,25,128,1-25-2024-128-NM1,21,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15020,46.3961698932894,2,9
2404830,16,118,1-16-2024-118-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8463,1051.44737889773,5,9
2404840,28,147,1-28-2024-147-07,7,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11442,44.330330715033,3,9
2404843,28,150,1-28-2024-150-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5452,44.330330715033,3,9
2402914,59,91,1-59-2024-091-08,8,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10107,57.7250441257383,6,9
2402917,81,60,1-81-2024-060-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7749,1581.17356728117,8,9
2402915,59,92,1-59-2024-092-07,7,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17094,617.998102890454,6,9
2402922,54,78,1-54-2024-078-05,5,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,13544,144.976226836895,9,9
2402928,57,65,1-57-2024-065-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2368,9.69650235592079,1,9
2402916,59,93,1-59-2024-093-04,4,1,1,1,E-N-K-01-00-0056,EDR001-R01,1,7988,187.064544442781,6,9
2402916,59,93,1-59-2024-093-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1836,187.064544442781,6,9
2402940,73,85,1-73-2024-085-06,6,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,7692,37.0946854309253,3,9
2402939,10,44,1-10-2024-044-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,26260,1454.40235182994,4,9
2402924,62,78,1-62-2024-078-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14990,1279.95578717782,7,9
2402943,48,96,1-48-2024-096-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17542,160.318869205903,12,9
2402944,48,97,1-48-2024-097-09,9,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,72.1214052849462,12,9
2402947,18,87,1-18-2024-087-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13453,774.577393805406,6,9
2402926,62,80,1-62-2024-080-05,5,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19505,40.9792470322256,7,9
2402927,62,81,1-62-2024-081-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9681,1279.95578725529,7,9
2402955,12,49,1-12-2024-049-03,3,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19574,167.151387048075,9,9
2402952,30,102,1-30-2024-102-NM1,21,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,73.645145385009,10,9
2402953,30,103,1-30-2024-103-05,5,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,34998,43.1584302855262,10,9
2402955,12,49,1-12-2024-049-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2121,167.151387048075,9,9
2402948,67,11,1-67-2024-011-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8941,102.47009508372,7,9
2402956,12,50,1-12-2024-050-NM2,22,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,639.059715073345,9,9
2402958,66,63,1-66-2024-063-08,8,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,41457,134.761595455619,6,9
2402961,81,63,1-81-2024-063-02,2,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10926,19.0849903848337,8,9
2402959,33,49,1-33-2024-049-02,2,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3260,23.2460633538017,12,9
2402961,81,63,1-81-2024-063-02,2,2,1,2,E-N-H-01-00-0060,EDR002-R01,1,2755,19.0849903848337,8,9
2402932,77,97,1-77-2024-097-05,5,2,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11170,90.6570748528622,9,9
2402961,81,63,1-81-2024-063-02,2,3,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,21031,19.0849903848337,8,9
2402963,69,57,1-69-2024-057-01,1,3,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,8.82408354436594,8,9
2402964,77,100,1-77-2024-100-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18778,209.980439460019,9,9
2402964,77,100,1-77-2024-100-03,3,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16323,209.980439460019,9,9
2402968,20,83,1-20-2024-083-09,9,2,1,1,E-N-K-01-00-0058,EDR001-R01,1,18459,339.011405965121,11,9
2402951,30,101,1-30-2024-101-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16213,416.458514897154,10,9
2402972,11,82,1-11-2024-082-NM1,21,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14006,37.1071357763572,8,9
2402986,14,48,1-14-2024-048-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4369,1305.4208101719,8,9
2402978,60,33,1-60-2024-033-02,2,1,1,1,E-N-K-01-00-0058,EDR001-R01,1,1913,98.7373875661215,8,9
2402978,60,33,1-60-2024-033-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3332,98.7373875661215,8,9
2402991,32,106,1-32-2024-106-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3969,188.021149251295,7,9
2402982,16,89,1-16-2024-089-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14492,114.216869220851,5,9
2402987,14,49,1-14-2024-049-03,3,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4902,321.254328129783,8,9
2402989,32,104,1-32-2024-104-NM1,21,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,11.6164138708606,7,9
2402982,16,89,1-16-2024-089-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10898,114.216869220851,5,9
2402989,32,104,1-32-2024-104-NM1,21,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13635,11.6164138708606,7,9
2402992,48,98,1-48-2024-098-07,7,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18332,160.318869205903,12,9
2402981,16,88,1-16-2024-088-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15536,423.092773126644,5,9
2402998,28,90,1-28-2024-090-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3119,28.3089754479373,3,9
2402978,60,33,1-60-2024-033-02,2,3,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,98.7373875661215,8,9
2402978,60,33,1-60-2024-033-02,2,5,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,5,999997,98.7373875661215,8,9
2403001,60,34,1-60-2024-034-05,5,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13495,159.277487034842,8,9
2403007,22,86,1-22-2024-086-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7994,25.2675524846257,12,9
2403003,26,86,1-26-2024-086-NM1,21,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1299,25.7030205312635,10,9
2403006,26,89,1-26-2024-089-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9543,282.561730241079,10,9
2403021,22,91,1-22-2024-091-09,9,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6525,45.7773654331265,12,9
2402970,17,92,1-17-2024-092-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11729,99.0401622155757,4,9
2402994,27,95,1-27-2024-095-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,18.7495302149441,3,9
2402971,17,93,1-17-2024-093-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,99.0401622621396,4,9
2403002,27,98,1-27-2024-098-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,35.5728790039804,3,9
2402993,27,94,1-27-2024-094-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13868,35.5728790039804,3,9
2403022,29,25,1-29-2024-025-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4504,1940.17767887491,2,9
2402946,18,86,1-18-2024-086-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18638,153.294104087016,6,9
2402946,18,86,1-18-2024-086-03,3,1,2,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,6,999997,153.294104087016,6,9
2403011,82,74,1-82-2024-074-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1281,147.436886414065,1,9
2403015,15,117,1-15-2024-117-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6635,303.304189059975,1,9
2403014,15,116,1-15-2024-116-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,22447,13.160978448786,1,9
2402995,27,96,1-27-2024-096-NM2,22,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18945,45.5428338265018,3,9
2403025,69,58,1-69-2024-058-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2743,80.4059102739451,8,9
2403025,69,58,1-69-2024-058-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,22475,80.4059102739451,8,9
2403029,22,92,1-22-2024-092-09,9,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,24143,45.7773654331265,12,9
2403032,28,93,1-28-2024-093-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15833,191.787009725038,3,9
2403038,59,95,1-59-2024-095-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,256.90411836891,6,9
2403041,77,102,1-77-2024-102-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1098,83.1566199866033,9,9
2403038,59,95,1-59-2024-095-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10196,256.90411836891,6,9
2403042,77,103,1-77-2024-103-04,4,1,1,1,E-N-K-01-00-0058,EDR002-R01,1,2690,1313.43764510397,9,9
2403039,59,96,1-59-2024-096-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8421,297.05076806373,6,9
2403040,59,97,1-59-2024-097-08,8,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18504,65.9500406195801,6,9
2403034,81,66,1-81-2024-066-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12093,1249.39843016576,8,9
2403047,81,65,1-81-2024-065-05,5,1,1,1,E-N-H-01-00-0060,EDR001-R01,1,8057,46.9373959605953,8,9
2403046,62,83,1-62-2024-083-02,2,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12405,143.712548638116,7,9
2403050,48,99,1-48-2024-099-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6479,80.9035530796695,12,9
2403054,54,80,1-54-2024-080-05,5,1,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,8405,144.976226836895,9,9
2403036,81,68,1-81-2024-068-05,5,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9632,46.9373959605953,8,9
2403051,48,100,1-48-2024-100-08,8,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,180.20989511901,12,9
2403036,81,68,1-81-2024-068-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12297,46.9373959605953,8,9
2403053,48,102,1-48-2024-102-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,22699,80.9035530796695,12,9
2403053,48,102,1-48-2024-102-05,5,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5423,80.9035530796695,12,9
2403054,54,80,1-54-2024-080-05,5,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,1485,144.976226836895,9,9
2403064,57,72,1-57-2024-072-03,3,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7906,63.1504392029315,1,9
2403043,77,104,1-77-2024-104-05,5,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11775,90.6570748528622,9,9
2403060,13,70,1-13-2024-070-09,9,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,24042,8362.98940411762,7,9
2403057,18,88,1-18-2024-088-03,3,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2026,141.937523628979,6,9
2403063,57,71,1-57-2024-071-09,9,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,532.481589221364,1,9
2403055,54,81,1-54-2024-081-08,8,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,323.988514422295,9,9
2403068,12,52,1-12-2024-052-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3265,384.288289360588,9,9
2403068,12,52,1-12-2024-052-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1038,384.288289360588,9,9
2403076,30,108,1-30-2024-108-05,5,2,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8072,18.7124163743047,10,9
2403078,33,51,1-33-2024-051-01,1,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,31222,35.1791324819626,12,9
2403079,33,52,1-33-2024-052-04,4,1,1,2,E-N-H-01-00-0060,EDR002-R01,1,3967,638.610565885635,12,9
2403052,48,101,1-48-2024-101-08,8,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10521,180.20989511901,12,9
