CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SPEEDPRE,SPEEDPREACC,VEHHDG,CONTPLANE,SPEEDIMP,SPEEDIMPACC,SPEEDIMPSRC,FRPDISTANCE,DRIFATIGUE,VEHLIGHTS,LIGHTSBEAM,PROPULSION,HOODMAT,HOODOEM,HOODLENGTH,HOODWIDTHFORW,HOODWIDTHMID,HOODWIDTHREAR,HOODDEPAVAIL,HOODDEPACT,HOODBAGAVAIL,HOODBAGDEPLY,FRNTCONTACT,FRNTCRUSH,FRNTWSCONTACT,FRNTBUMPCOVER,FRNTBUMPREINF,FRNTEAD,FRNTBUMPBTMHT,FRNTBUMPTOPHT,FRNTBUMPLEAD,FRNTGRHOODFORW,FRNTGRTRANS,FRNTGRHOODREAR,FRNTGRWSBASE,FRNTGRWSTOP,FRNTGRHEADCONT,FRNTPROFILE,SIDECONTACT,SIDEGRNDCLEAR,SIDEBUMPBTMHT,SIDEBUMPTOPHT,SIDEWHEELCNTR,SIDEWHEELTOP,SIDEWHEELWELL,SIDEAPILLBTM,SIDEAPILLTOP,SIDEMIRRORTOP,SIDEAPILLWSBTM,SIDEAPILLWSTOP,SIDEMIRRORCNTR,SIDEGRTRANS,SIDEGRTOHOOD,SIDEGRTOHOODCNTR,SIDEGRHEADCONT,VISIONOBSCUREDBY,DISTRACTEDBY,DRIRELATEDFACT,ROADWAYRELFACT,WEATHERRELFACT,OTHERENVFACT,TRAFINTERRUPTIONFACT,DRILLNESS,DETECTDIST,DETECTDISTACC,CALCREVEAL,CALCREVEALACC,CASEWGT,PSUSTRAT,VERSION
2400118,69,3,1-69-2024-003-NM1,21,1,72,3,320,1,72,3,1,24,2,3,1,1,3,1,130,162,175,170,0,0,0,0,1,4,2,8,1,2,47,67,7,70,104,224,230,302,253,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,1,1,0,0,0,120,5,1.7,7,7.66811372485411,8,9
2400248,22,4,1-22-2024-004-NM2,22,1,6,3,65,1,6,3,3,0.2,2,3,1,2,3,1,96,129,167,148,0,0,0,0,1,1,0,1,2,1,30,65,3,108,100,210,207,300,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,3,0,0.8,1,105.99041920132,12,9
2400447,67,5,1-67-2024-005-NM2,22,1,4,2,315,1,8,1,3,0.5,2,99,99,1,9,9,999,999,999,999,0,0,0,0,9,9,0,9,9,9,999,999,999,999,999,999,999,999,889,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,1,0,0,0,14,4,9.8,9,483.798087598719,7,9
2400470,30,16,1-30-2024-016-NM2,22,1,60,4,10,3,32,4,1,24.2,2,0,0,1,9,9,999,999,999,999,0,0,0,0,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,1,0,1,0,0,0,888,8,88,88,614.931666902505,10,9
2400488,57,9,1-57-2024-009-NM1,21,1,28,4,220,1,13,0,0,999.9,2,3,3,1,3,1,101,69,163,139,0,0,0,0,1,0,0,9,9,9,39,50,5,72,65,248,255,342,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,30,5,5.9,10,15.1868109907281,1,9
2400448,82,13,1-82-2024-013-NM2,22,1,5,0,135,1,999,9,0,999.9,2,0,0,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,888,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,1,0,1,1,0,999,9,99,99,387.535062825824,1,9
2404650,82,126,1-82-2024-126-NM2,22,1,24,3,225,1,24,3,1,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,5,1,0.6,0,272.240647923415,1,9
2404658,81,117,1-81-2024-117-NM1,21,2,999,0,15,3,999,0,0,999.9,2,3,1,1,3,1,124,144,149,152,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,16,45,54,44,71,78,96,999,92,87,64,999,94,100,183,889,0,0,1,0,0,0,0,0,888,8,88,88,26.5893987350207,8,9
2404700,69,110,1-69-2024-110-NM1,21,1,44,4,90,1,44,4,1,999.9,2,99,99,1,3,9,102,150,159,155,0,0,0,0,1,2,2,1,2,1,47,64,9,97,101,199,204,299,237,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,9,1,0,0,1,0,0,65,5,6.1,10,7.66811372485411,8,9
2404711,25,125,1-25-2024-125-NM1,21,1,72,1,60,1,72,2,4,999.9,2,3,1,1,3,1,110,162,174,172,0,0,0,0,1,3,0,1,1,9,51,62,6,101,101,219,228,298,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,10,1,0.5,0,55.4169403670828,2,9
2404755,22,143,1-22-2024-143-NM2,22,1,999,9,105,2,999,0,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,9,1,0,0,0,0,9,999,9,99,99,85.2845477308788,12,9
2404760,32,138,1-32-2024-138-NM1,21,1,999,0,140,1,999,0,0,999.9,9,3,1,1,4,1,117,110,160,160,0,0,0,0,1,2,2,1,1,1,37,52,15,74,80,191,198,293,132,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,9,999,9,99,99,41.8806863445024,7,9
2404764,33,92,1-33-2024-092-NM2,22,1,5,2,230,1,5,2,1,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,16,4,10,10,355.828360472917,12,9
2405354,29,91,1-29-2024-091-NM2,22,1,999,9,325,2,12,3,1,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,2,9,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,9,0,9,0,0,0,0,0,888,8,88,88,400.603383200049,2,9
2405381,22,165,1-22-2024-165-NM2,22,1,32,3,330,1,24,2,3,3.8,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,7,9,9,9,999,999,999,999,999,999,999,999,999,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,0,0,0,0,0,30,3,2.4,2,86.2407444911639,12,9
2405394,10,107,1-10-2024-107-NM1,21,1,56,3,100,1,56,3,1,999.9,2,99,99,1,9,9,107,143,153,149,0,0,0,0,1,3,2,1,1,9,43,55,4,81,81,185,190,285,240,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,120,5,10.4,7,36.1764362071444,4,9
2405420,30,185,1-30-2024-185-NM1,21,1,35,3,170,1,35,3,2,5,2,3,1,1,9,9,999,999,999,999,0,0,0,0,1,1,0,9,9,9,999,999,999,999,999,999,999,999,996,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,1,0,0,0,0,0,97,5,9.4,10,122.593345274421,10,9
2405428,20,129,1-20-2024-129-NM1,21,1,27,3,90,9,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,9,9,9,9,1,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,1,0,0,0,0,0,888,8,88,88,35.0220589332575,11,9
2405432,69,136,1-69-2024-136-NM1,21,2,0,0,10,3,999,0,0,999.9,7,3,99,1,3,1,162,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,7,7,7,7,7,7,7,7,888,8,88,88,7.66811372485411,8,9
2400518,26,10,1-26-2024-010-NM2,22,1,999,9,999,1,999,9,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,9,9,9,0,9,9,9,999,9,99,99,585.861766834301,10,9
2400514,15,18,1-15-2024-018-NM2,22,1,999,9,160,9,999,9,0,999.9,9,99,99,1,9,9,140,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,9,0,0,0,0,999,9,99,99,48.0070740321826,1,9
2400581,30,18,1-30-2024-018-NM1,21,1,64,3,270,1,64,3,1,45,2,99,99,1,5,9,90,114,147,180,0,0,0,0,1,4,2,1,9,1,33,55,7,97,92,187,190,268,237,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,62,4,3.5,1,28.3509494483113,10,9
2400574,13,13,1-13-2024-013-NM1,21,1,81,3,240,1,75,1,4,17.9,2,0,99,1,4,1,118,92,174,157,0,0,0,0,1,4,2,1,9,9,40,51,3,80,80,185,200,999,245,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,17,4,0.7,2,16.3827604184312,7,9
2400611,24,13,1-24-2024-013-NM2,22,1,80,4,230,1,80,4,1,999.9,9,99,99,9,4,1,999,999,999,999,0,0,0,0,1,4,0,8,1,8,999,999,999,999,999,999,999,999,996,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,9,105,5,5.1,6,147.143075961834,1,9
2400618,16,20,1-16-2024-020-NM1,21,2,89,4,180,1,89,4,1,96.7,2,0,0,1,3,1,119,125,142,142,0,0,0,0,1,2,2,1,1,1,25,46,0,71,60,160,180,258,205,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,120,5,5,10,19.3635256654646,5,9
2400619,16,21,1-16-2024-021-NM1,21,1,48,3,110,1,48,3,3,999.9,9,3,1,1,3,1,99,999,999,999,0,0,0,0,1,2,2,1,1,1,37,48,4,80,80,179,192,277,996,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,9,37,4,2.6,1,61.8147074429554,5,9
2400625,60,9,1-60-2024-009-NM1,21,1,56,4,335,1,48,1,1,21.3,2,3,1,1,4,1,94,118,153,142,0,0,0,0,1,1,2,1,9,9,44,54,7,82,79,176,184,280,220,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,1,0,0,0,1,0,0,0,87,5,5.4,4,140.53984277194,8,9
2400630,69,11,1-69-2024-011-NM1,21,1,999,9,300,1,999,9,0,999.9,9,3,99,1,5,9,162,50,85,80,0,0,0,0,1,3,2,1,1,1,32,42,8,68,68,163,165,263,263,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,9,9,999,9,99,99,7.66811372485411,8,9
2400652,22,18,1-22-2024-018-NM2,22,1,999,9,85,9,999,9,0,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,9,999,9,99,99,29.4805146666259,12,9
2400662,26,13,1-26-2024-013-NM2,22,1,10,3,60,1,10,3,1,1,2,0,0,1,9,1,999,999,999,999,0,0,0,0,1,0,0,9,9,9,999,999,999,999,999,999,999,999,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,0,0,14,4,4.6,3,1176.30815772609,10,9
2400677,11,17,1-11-2024-017-NM1,21,1,71,3,265,1,71,3,0,21,2,99,99,1,5,1,121,999,999,999,0,0,0,0,1,3,2,1,2,9,38,48,10,74,80,176,180,266,996,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,63,5,3,2,37.1071357763572,8,9
2400693,77,22,1-77-2024-022-NM2,22,1,10,3,245,1,7,3,1,3,2,3,0,1,4,1,80,98,151,149,0,0,0,0,1,1,0,1,1,1,48,60,4,92,92,175,176,287,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,0,0,6,0,4.3,10,426.24158292944,9,9
2400683,59,24,1-59-2024-024-NM1,21,1,20,4,185,1,20,4,3,999.9,2,0,0,1,4,9,120,135,148,150,0,0,0,0,1,0,0,1,9,9,40,54,7,80,80,176,168,264,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,1,1,0,1,0,0,32,5,4.5,7,62.3822922049643,6,9
2400684,59,25,1-59-2024-025-NM2,22,1,16,3,180,1,16,3,3,5.6,2,3,1,1,3,9,105,210,210,210,0,0,0,0,1,0,0,8,1,8,50,77,10,142,129,207,224,306,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,1,1,0,0,0,11,2,2.3,0,264.2527724963,6,9
2400730,32,22,1-32-2024-022-NM1,21,1,68,4,85,1,68,4,0,999.9,2,3,1,1,3,1,84,126,160,164,0,0,0,0,1,4,2,1,2,9,37,52,15,78,72,170,177,270,996,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,70,5,4.3,10,10.9241646727683,7,9
2400729,32,21,1-32-2024-021-NM1,21,1,999,0,999,1,999,0,0,999.9,9,3,99,1,3,1,100,115,160,150,0,0,0,0,1,3,2,1,1,1,32,42,15,85,90,190,195,275,225,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,9,9,0,0,1,0,999,9,99,99,10.924164677076,7,9
2400678,11,18,1-11-2024-018-NM1,21,1,60,4,260,1,60,4,3,999.9,2,3,1,1,4,1,109,999,999,999,0,0,0,0,1,3,0,1,9,9,999,999,999,999,999,999,999,999,218,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,120,5,7.8,5,37.1071357763572,8,9
2400830,77,27,1-77-2024-027-NM2,22,1,16,3,40,9,8,2,1,5,9,0,0,1,4,9,999,999,999,999,0,0,0,0,1,9,7,1,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,0,1,0,0,0,0,9,35,5,7.3,4,330.223105550016,9,9
2400831,77,28,1-77-2024-028-NM2,22,1,32,3,345,1,32,3,1,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,9,1,1,0,0,0,0,15,2,1.5,0,330.223105550016,9,9
2400820,81,20,1-81-2024-020-NM1,21,1,999,9,270,1,999,9,0,14.5,2,99,3,1,3,1,95,140,150,149,0,0,0,0,1,3,2,1,1,1,33,44,3,89,80,190,192,284,207,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,0,0,0,0,0,999,9,99,99,29.8109810103183,8,9
2400832,77,29,1-77-2024-029-NM1,21,1,52,4,40,1,52,4,1,10,9,99,99,1,3,9,115,165,168,168,0,0,0,0,1,2,0,8,1,8,56,69,9,126,126,245,254,338,150,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,24,2,1.6,0,113.21347390618,9,9
2400825,10,13,1-10-2024-013-NM1,21,1,93,2,90,1,60,2,4,999.9,2,99,99,1,3,9,105,999,150,999,0,0,0,0,1,1,0,1,1,9,50,65,3,102,115,210,215,301,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,9,1,0,0,1,0,45,4,2.5,5,60.5767032793963,4,9
2400846,82,22,1-82-2024-022-NM2,22,1,999,9,150,1,999,9,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,2,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,1,1,1,1,0,1,0,0,999,9,99,99,774.715121583303,1,9
2400815,23,13,1-23-2024-013-NM1,21,2,0,0,150,5,0,0,0,999.9,7,99,99,1,4,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,7,7,7,7,7,7,7,7,888,8,88,88,75.3524398717664,5,9
2400884,14,13,1-14-2024-013-NM2,22,1,48,3,55,1,48,3,1,40,9,99,99,1,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,889,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,9,120,0,9.2,5,678.185114701579,8,9
2400847,82,23,1-82-2024-023-NM2,22,1,6,2,240,9,5,2,3,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,9,1,0,0,9,0,0,8,0,7.6,0,774.715121490359,1,9
2400923,21,22,1-21-2024-022-NM1,21,1,64,4,0,1,64,4,1,999.9,2,3,2,1,3,1,104,86,138,140,0,0,0,0,1,2,2,1,1,1,13,42,8,61,63,165,171,255,216,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,70,5,5,10,12.4076963253184,11,9
2400960,57,19,1-57-2024-019-NM1,21,2,999,9,185,9,999,9,0,999.9,2,99,99,1,3,1,126,999,165,154,0,0,0,0,9,9,0,1,9,9,46,56,999,86,999,215,218,265,889,3,9,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,999,9,99,99,15.0398443849994,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,52,4,60,1,52,4,1,999.9,9,3,1,1,3,1,82,84,77,97,0,0,0,0,1,3,1,1,2,2,34,60,12,106,96,222,228,315,246,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,1,0,0,0,0,65,5,4.9,8,81.6170730667138,1,9
2401027,16,33,1-16-2024-033-NM2,22,1,56,3,275,1,11,2,1,2,2,2,1,1,9,9,95,110,148,152,0,0,0,0,1,2,0,1,9,9,34,54,3,92,96,191,207,287,115,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,49,4,3,1,439.019791611487,5,9
2401036,32,34,1-32-2024-034-NM1,21,1,0,0,70,3,0,0,0,999.9,7,0,0,1,3,1,79,102,160,166,0,0,0,0,9,8,8,1,1,9,45,63,15,91,99,172,177,277,889,1,9,27,34,64,38,70,80,102,147,122,999,999,100,100,102,166,999,7,7,7,7,7,7,7,7,888,8,88,88,15.678814367208,7,9
2401042,52,13,1-52-2024-013-NM1,21,1,72,3,90,1,72,3,3,999.9,2,3,99,1,3,1,113,86,86,86,0,0,0,0,1,1,2,1,1,9,45,56,14,83,87,195,200,268,236,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,28,5,1.5,5,20.9023614233441,12,9
2401053,27,34,1-27-2024-034-NM2,22,1,999,0,160,4,999,0,0,79,7,0,0,1,4,1,86,96,162,160,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,32,50,59,34,66,81,116,162,130,78,72,105,130,121,205,999,7,7,7,7,7,7,7,7,999,9,99,99,32.7871735473087,3,9
2401084,77,37,1-77-2024-037-NM2,22,1,999,0,105,2,999,0,0,999.9,2,99,99,3,9,9,999,999,999,999,9,9,9,9,2,9,9,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,1,0,0,0,0,0,999,9,99,99,297.636915073691,9,9
2401085,77,38,1-77-2024-038-NM2,22,1,999,9,295,9,999,9,0,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,0,1,9,0,0,999,9,99,99,297.636915073691,9,9
2401098,10,16,1-10-2024-016-NM1,21,1,999,9,175,1,999,9,0,999.9,9,99,99,1,3,9,95,999,999,999,0,0,0,0,1,0,0,1,9,9,38,50,999,90,999,185,192,282,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,9,9,0,0,0,0,9,999,9,99,99,31.3806248143146,4,9
2401113,13,28,1-13-2024-028-NM1,21,1,60,4,275,1,999,9,1,999.9,1,99,99,1,4,9,125,97,140,150,0,0,0,0,1,9,2,1,2,9,40,50,999,55,70,185,189,279,232,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,0,0,0,0,0,0,888,8,88,88,14.5007405645646,7,9
2401146,20,28,1-20-2024-028-NM1,21,1,80,1,170,1,45,1,4,28,2,3,1,1,4,1,94,112,152,144,0,0,0,0,1,2,0,1,2,2,32,47,3,78,70,176,181,275,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,888,8,88,88,43.971490849978,11,9
2401143,30,39,1-30-2024-039-NM2,22,1,16,3,90,3,16,3,1,1,2,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,18,5,2.9,7,269.894765505706,10,9
2401179,32,40,1-32-2024-040-NM1,21,2,0,0,250,1,999,0,0,999.9,7,0,0,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,7,7,7,7,7,7,7,7,888,8,88,88,15.2268214619951,7,9
2401180,32,41,1-32-2024-041-NM1,21,1,999,0,150,1,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,999,9,99,99,15.2268214619951,7,9
2401183,22,34,1-22-2024-034-NM2,22,1,34,4,210,1,29,4,1,7.5,2,0,0,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,1,0,0,0,0,23,4,2.4,1,24.4305122731702,12,9
2401198,13,30,1-13-2024-030-NM2,22,1,24,3,180,1,12,2,1,1,2,0,0,2,9,1,999,999,999,999,0,0,0,0,1,1,0,1,9,9,999,999,999,999,999,999,999,999,889,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,0,0,45,5,6.5,2,1161.47481366351,7,9
2401206,31,25,1-31-2024-025-NM2,22,1,16,3,85,1,12,3,1,0,2,0,0,1,3,1,131,156,158,161,0,0,0,0,1,1,0,8,1,9,58,86,13,124,137,236,244,305,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,1,0,0,0,0,12,2,2.1,2,197.377933176122,6,9
2401250,30,41,1-30-2024-041-NM1,21,1,16,3,10,2,16,3,1,999.9,9,99,99,1,3,9,123,999,999,999,0,0,0,0,2,1,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,18,18,63,36,71,76,96,126,106,79,63,112,95,114,180,999,0,0,1,0,0,0,0,0,8,2,1.4,2,28.3509494483113,10,9
2401286,52,17,1-52-2024-017-NM2,22,1,12,2,75,9,12,2,1,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,2,9,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,9,1,0,0,0,0,0,888,8,88,88,35.2372312111538,12,9
2401297,27,43,1-27-2024-043-NM1,21,1,48,3,235,1,48,3,1,17,2,3,1,1,4,1,91,118,160,152,0,0,0,0,1,3,2,1,1,1,37,48,2,81,68,171,182,277,233,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,11,1,0.8,0,20.2398432682456,3,9
2401306,26,31,1-26-2024-031-NM1,21,1,60,4,250,1,60,4,1,999.9,2,3,1,3,4,1,97,73,128,145,0,0,0,0,1,2,2,1,2,1,47,59,999,72,999,169,176,286,996,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,0,1,0,1,0,0,0,63,5,3.7,1,25.7030205312635,10,9
2405968,29,102,1-29-2024-102-NM1,21,1,8,2,210,5,29,3,4,10.7,2,0,0,1,3,1,90,150,156,154,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,1,0,888,8,88,88,46.066249775962,2,9
2405987,15,233,1-15-2024-233-NM2,22,1,999,0,220,1,999,0,0,999.9,2,99,99,2,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,889,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,0,999,9,99,99,32.4789185953742,1,9
2405993,29,104,1-29-2024-104-NM1,21,1,999,9,345,1,999,9,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,0,0,0,0,0,0,999,9,99,99,46.066249775962,2,9
2405998,20,141,1-20-2024-141-NM1,21,1,93,4,50,1,76,4,1,15,2,3,99,1,3,9,999,999,999,999,0,0,0,0,1,2,2,1,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,1,0,1,0,48,5,2.2,1,35.0220589332575,11,9
2405941,11,180,1-11-2024-180-NM2,22,1,36,2,280,1,36,2,1,999.9,2,3,1,1,4,1,172,116,126,145,0,0,0,0,1,2,0,8,1,1,48,65,999,116,116,239,245,277,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,1,0,18,1,1.8,0,2346.62012709175,8,9
2406001,81,158,1-81-2024-158-NM2,22,2,24,3,330,1,8,2,1,0.3,9,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,1,0,0,0,999,9,99,99,1666.588526805,8,9
2404706,11,142,1-11-2024-142-NM1,21,1,49,2,265,1,49,2,1,4,9,99,99,1,4,1,999,999,999,999,0,0,0,0,1,3,2,1,9,9,46,66,999,110,110,125,130,175,143,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,0,105,4,7.8,4,37.1071357763572,8,9
2404707,11,143,1-11-2024-143-NM2,22,1,64,4,350,2,64,4,1,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,2,9,9,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,120,5,7.2,7,2037.79059287364,8,9
